record_id,date,production_line_efficiency,downtime_hours,yield_rate,defect_rate
REC-22514663,2022-01-21,90.79,8.42,84.52,1.81
REC-24000677,2021-06-20,96.64,2.86,83.96,2.56
REC-14302906,2020-12-11,86.53,4.22,97.81,3.7
REC-13602203,2021-04-04,92.08,7.93,96.29,4.45
REC-36709158,2021-01-02,84.28,7.15,85.86,1.9
REC-61793831,2022-10-01,71.99,1.51,83.68,2.26
REC-37634396,2020-09-03,93.16,0.04,82.28,2.37
REC-49071522,2021-08-17,71.61,7.34,98.25,0.4
REC-19392480,2023-03-13,76.82,4.75,96.31,4.93
REC-17711235,2022-06-23,88.59,7.89,98.13,2.53
REC-79596144,2020-08-19,86.66,9.83,83.55,3.02
REC-33062057,2023-10-07,71.08,9.26,80.61,3.86
REC-65144861,2023-09-28,94.38,3.03,95.43,1.76
REC-31076941,2023-09-29,79.87,3.8,85.16,1.28
REC-27332564,2021-06-17,74.86,5.85,85.67,0.51
REC-66158469,2021-01-14,73.83,2.78,85.91,1.17
REC-19229212,2023-03-01,96.91,7.86,91.63,2.65
REC-37713235,2019-11-10,71.73,4.86,97.23,0.59
REC-37605500,2021-09-28,82.87,2.85,90.6,1.83
REC-68008992,2020-01-14,88.49,5.62,98.34,1.12
REC-31311258,2020-10-03,77.42,0.14,83.72,0.64
REC-88851835,2024-07-18,92.68,9.95,94.49,0.07
REC-77441055,2021-01-14,93.39,6.57,89.34,4.25
REC-46969062,2020-10-24,97.34,7.13,97.76,2.12
REC-10999023,2024-01-11,73.05,0.96,90.08,1.68
REC-69825080,2020-01-01,76.88,9.71,92.38,1.14
REC-63584671,2024-07-14,74.96,0.43,89.37,1.71
REC-80579265,2020-12-01,83.28,9.67,96.4,1.92
REC-86400632,2020-02-22,99.32,5.92,84.18,1.19
REC-71767610,2021-01-30,74.24,5.42,82.29,4.53
REC-87327229,2021-11-12,89.26,8.57,95.52,0.34
REC-22227594,2021-03-14,86.21,8.85,85.6,0.31
REC-96744801,2024-01-24,90.42,8.16,90.05,3.46
REC-56544270,2023-02-12,73.11,4.95,90.59,0.15
REC-62491260,2024-06-18,93.77,6.88,88.44,4.39
REC-65707438,2019-10-29,79.49,4.13,87.48,1.96
REC-34102565,2022-01-29,97.34,6.35,85.51,0.42
REC-71448654,2020-05-25,82.01,10.0,81.83,2.77
REC-98460225,2021-07-05,98.88,6.31,91.93,0.06
REC-86318249,2023-06-28,98.88,6.22,98.03,4.07
REC-62821563,2023-09-05,82.07,0.66,87.31,4.5
REC-42171352,2023-10-07,79.62,1.33,84.45,3.8
REC-46745629,2021-02-12,83.66,7.62,82.48,0.03
REC-49176757,2021-07-14,91.69,1.59,96.39,3.06
REC-39159454,2023-03-01,73.19,5.83,89.71,0.76
REC-65200819,2020-11-18,99.67,0.96,89.44,4.87
REC-59490380,2024-08-16,94.0,5.67,86.79,1.48
REC-24123001,2021-03-20,75.72,6.56,85.24,2.48
REC-53756742,2024-01-06,77.61,4.73,90.7,4.26
REC-70523603,2021-12-01,88.59,8.47,95.29,2.73
REC-43925761,2021-02-04,94.05,3.64,81.34,4.79
REC-77922837,2022-08-01,87.03,8.44,95.52,1.68
REC-72031070,2023-07-11,84.3,6.87,91.24,0.69
REC-19824132,2020-04-02,95.18,4.19,99.39,1.3
REC-61157834,2021-08-16,86.53,2.73,88.92,2.13
REC-63598753,2022-11-20,78.34,8.31,91.3,3.77
REC-63240727,2022-12-12,97.01,6.87,83.43,1.75
REC-11441144,2020-10-16,99.99,5.03,98.49,3.51
REC-25392453,2020-08-04,76.71,1.22,87.07,0.62
REC-53904009,2019-10-23,77.54,3.55,89.69,2.7
REC-75063283,2021-05-22,99.72,0.99,86.88,2.95
REC-19158638,2024-02-12,83.95,7.75,90.8,2.35
REC-83608832,2023-12-16,73.07,0.75,97.07,4.5
REC-68750274,2023-03-29,71.53,6.68,96.26,1.62
REC-73188059,2020-12-09,73.01,3.87,81.31,3.63
REC-31658249,2020-06-27,89.22,7.74,80.17,2.52
REC-12424794,2021-03-06,96.15,9.29,81.55,3.09
REC-33788294,2023-09-19,83.23,1.94,92.6,4.27
REC-26663316,2020-01-01,94.57,5.09,84.94,0.09
REC-62458932,2024-03-10,71.82,1.75,82.11,1.01
REC-20413322,2023-12-13,89.74,8.41,94.31,3.03
REC-46675298,2020-09-01,96.73,1.82,88.46,2.64
REC-69144114,2020-06-17,87.81,2.0,85.39,3.5
REC-33882733,2023-10-09,98.33,6.53,94.93,1.79
REC-14623108,2020-10-10,95.4,5.14,91.59,1.03
REC-39013376,2024-04-03,73.84,4.4,95.56,0.34
REC-16409704,2019-09-05,96.94,0.76,85.69,1.19
REC-96035199,2023-05-04,75.43,4.61,90.62,4.11
REC-62427912,2024-02-09,84.12,9.41,82.72,3.68
REC-69590884,2023-04-01,79.06,2.36,99.55,3.69
REC-90289763,2022-10-26,71.49,2.01,80.38,1.27
REC-16531664,2020-01-14,85.39,1.87,95.04,0.81
REC-37076822,2024-03-05,96.4,6.5,81.1,2.04
REC-60283960,2023-04-26,77.9,9.74,90.26,0.44
REC-36841625,2021-08-14,76.4,7.06,91.29,4.6
REC-12152643,2023-10-08,97.87,2.96,93.01,0.44
REC-13750602,2022-11-29,99.21,7.27,99.09,4.9
REC-55247029,2022-08-26,75.63,7.58,85.79,3.41
REC-99784876,2024-07-26,82.16,2.04,83.83,0.01
REC-39604115,2020-07-01,73.14,7.62,82.04,3.42
REC-99135168,2023-04-15,83.15,1.31,92.92,3.69
REC-32420703,2020-10-21,94.92,6.5,81.26,1.59
REC-65791626,2021-10-31,78.24,6.66,96.83,2.28
REC-24453078,2023-09-23,87.96,6.37,98.76,4.33
REC-53309319,2021-08-24,87.47,2.07,87.38,4.35
REC-93842238,2020-05-19,88.53,2.1,96.68,0.11
REC-82706099,2022-01-29,80.39,5.33,87.76,2.57
REC-67429121,2024-04-17,79.36,6.21,87.24,0.42
REC-41193292,2023-02-22,79.78,6.11,90.83,4.21
REC-24211686,2021-11-10,91.76,1.8,88.74,2.16
REC-53401695,2021-04-11,76.97,6.34,92.76,3.27
REC-12012537,2019-09-18,89.86,1.55,91.55,1.45
REC-97777422,2019-09-24,97.57,2.39,94.22,2.15
REC-11608113,2024-08-01,72.0,6.71,95.14,3.34
REC-38557229,2024-02-11,79.01,1.04,83.79,3.89
REC-39540811,2020-09-02,81.95,1.1,97.49,2.86
REC-98310124,2024-02-02,99.58,2.76,98.06,2.16
REC-97234140,2019-09-24,72.39,1.98,92.32,1.5
REC-15897385,2022-11-10,77.33,7.02,95.08,2.72
REC-39334741,2021-06-01,76.28,2.27,89.89,4.46
REC-50471241,2022-05-10,90.48,5.99,84.51,4.52
REC-23665188,2023-02-23,78.59,4.11,91.01,2.76
REC-86397410,2022-10-01,89.91,4.13,87.7,2.71
REC-43814834,2020-07-29,87.01,9.85,97.56,0.83
REC-90512805,2020-12-25,89.76,7.84,96.41,2.34
REC-94674464,2023-04-17,72.11,7.26,90.03,0.03
REC-27841755,2024-08-24,86.56,9.64,82.61,4.36
REC-33532534,2021-10-29,82.99,2.99,90.92,0.7
REC-99438746,2021-11-21,73.43,9.38,85.76,3.32
REC-19061506,2024-03-24,90.73,7.56,92.56,3.95
REC-12368781,2023-04-09,93.16,3.72,92.6,0.99
REC-61321020,2024-06-21,87.53,2.89,91.26,4.92
REC-95978796,2022-10-12,70.42,1.84,99.24,0.39
REC-77567894,2022-01-05,73.38,3.06,85.31,4.09
REC-41219836,2023-01-18,81.24,8.58,93.14,3.39
REC-92724918,2021-05-26,84.24,4.09,86.85,4.64
REC-51452961,2023-03-08,94.53,0.97,93.41,3.03
REC-67512010,2024-05-13,81.53,6.94,90.77,1.97
REC-93183615,2024-05-30,87.26,0.66,85.27,1.63
REC-18042731,2023-10-09,96.4,0.72,86.84,2.32
REC-60267710,2021-03-10,87.91,1.52,97.58,3.62
REC-49810955,2022-10-26,86.2,8.45,82.17,0.15
REC-30356881,2024-06-04,98.34,2.82,84.88,2.13
REC-37432134,2024-05-22,96.06,8.95,96.61,1.36
REC-41952404,2023-10-13,73.58,9.79,96.24,2.27
REC-54116005,2021-10-29,83.8,0.19,88.13,1.44
REC-47329499,2022-04-11,94.48,4.26,93.39,3.82
REC-96382807,2024-07-31,92.82,1.4,97.14,1.66
REC-79910371,2022-08-06,83.0,5.57,82.05,3.44
REC-96979318,2023-01-20,74.11,5.24,84.93,1.9
REC-13180065,2020-11-03,81.4,3.73,93.84,2.49
REC-54462343,2020-09-05,98.55,8.47,99.41,0.97
REC-42514108,2021-08-15,99.8,7.55,86.25,1.68
REC-82385198,2023-06-20,88.72,6.23,83.14,1.73
REC-99255596,2021-01-16,91.46,9.77,85.73,0.08
REC-39855935,2020-07-09,82.33,6.55,90.98,1.61
REC-79990777,2021-06-29,95.14,7.77,80.66,2.03
REC-34635056,2023-12-29,71.26,2.57,83.51,4.65
REC-94527978,2023-01-28,70.88,6.28,97.56,0.24
REC-18672730,2022-07-19,77.91,6.04,90.54,4.69
REC-19393216,2024-05-08,80.81,8.95,98.1,3.41
REC-16993664,2020-02-10,95.76,4.46,94.2,0.76
REC-37409946,2021-01-13,78.76,8.61,98.99,0.28
REC-22315737,2022-12-23,80.07,6.5,92.87,3.56
REC-89541539,2019-09-18,93.64,6.16,92.53,4.48
REC-37430524,2020-06-11,87.85,8.46,87.13,2.49
REC-78105370,2020-11-26,78.63,6.78,86.6,0.96
REC-67208939,2023-09-06,96.42,0.36,95.22,4.18
REC-51803852,2023-05-16,90.13,5.1,87.51,1.51
REC-36512868,2020-06-01,83.43,4.64,86.51,3.04
REC-66910568,2020-03-19,93.67,6.42,94.65,1.46
REC-91315976,2021-11-27,89.02,5.52,91.22,4.43
REC-50681488,2021-07-22,89.09,5.83,94.52,4.09
REC-87366028,2022-10-28,90.94,8.51,90.66,4.95
REC-95309294,2020-05-07,92.83,3.85,96.1,2.51
REC-46488536,2019-12-28,89.96,6.31,91.36,1.46
REC-20739561,2022-12-09,76.44,6.27,89.76,4.31
REC-63451468,2023-01-28,71.69,5.86,84.04,0.04
REC-32517176,2024-02-06,85.47,2.41,85.06,1.81
REC-69240493,2022-02-08,72.71,1.9,84.33,3.71
REC-77819218,2020-02-27,74.18,7.71,82.16,0.8
REC-30921653,2021-02-27,90.04,2.32,93.56,2.74
REC-12658997,2023-11-15,98.47,5.58,87.43,3.68
REC-67364292,2023-05-27,90.95,5.62,97.34,1.65
REC-50296396,2019-10-05,97.2,4.45,88.55,3.51
REC-30508295,2021-05-20,72.57,1.27,83.25,4.11
REC-44533110,2024-01-28,96.9,8.51,90.85,1.37
REC-72230215,2022-02-06,71.55,2.68,92.28,1.68
REC-70881578,2021-04-29,88.16,5.89,92.19,2.82
REC-60351362,2019-12-15,77.38,6.45,97.43,2.27
REC-19655576,2024-01-05,74.15,5.23,82.03,4.35
REC-28341704,2024-01-21,95.98,5.93,99.48,3.23
REC-36268523,2021-08-21,77.94,6.39,93.37,3.44
REC-35451146,2021-02-09,73.35,4.39,93.56,2.97
REC-11722586,2019-12-23,79.4,2.36,97.33,2.38
REC-60232033,2022-09-23,72.22,7.71,90.0,4.89
REC-64298487,2021-09-14,88.91,0.27,95.74,0.77
REC-62968985,2019-09-02,81.67,0.86,80.67,0.02
REC-61544630,2021-01-03,73.2,6.51,93.91,3.24
REC-51313669,2020-05-28,80.37,0.11,86.8,4.83
REC-64866540,2022-01-06,70.72,7.41,90.45,4.73
REC-26707088,2023-01-24,99.55,2.46,91.29,2.36
REC-85914700,2022-09-03,87.65,1.7,81.49,0.1
REC-36068867,2023-01-11,73.56,2.59,91.15,1.8
REC-44260204,2023-02-12,79.37,6.21,97.42,3.77
REC-78398476,2024-08-26,89.92,2.04,88.43,3.01
REC-95225538,2021-05-16,93.73,8.46,81.18,1.63
REC-17744982,2024-01-27,92.66,3.83,84.61,3.3
REC-66913730,2019-10-19,90.28,8.29,82.88,4.92
REC-42528051,2020-04-02,72.01,0.46,95.84,2.07
REC-14631527,2020-06-08,97.76,1.86,80.67,3.13
REC-94685039,2024-05-05,74.18,3.23,89.16,0.47
REC-99345471,2022-02-01,88.77,8.99,86.97,3.81
REC-45075212,2024-06-04,95.74,3.6,86.33,0.92
REC-29779316,2024-08-17,86.91,9.41,89.68,0.76
REC-43207452,2022-08-18,82.59,7.9,88.35,3.24
REC-11655896,2022-08-16,82.6,6.33,95.24,0.17
REC-22389075,2022-01-08,75.6,2.52,91.07,2.8
REC-63373950,2021-08-05,98.41,6.37,84.54,2.71
REC-79596863,2021-04-28,81.53,6.31,80.77,0.42
REC-66766698,2023-07-15,99.97,1.28,95.5,4.34
REC-67293719,2023-02-08,94.07,0.5,97.81,3.74
REC-50563223,2024-07-23,91.63,9.54,96.64,2.74
REC-81565068,2019-09-16,78.11,6.3,90.96,2.54
REC-88662295,2021-11-21,95.52,2.26,97.34,0.71
REC-65245223,2021-02-26,83.47,5.08,97.21,4.79
REC-24666517,2023-02-17,89.15,2.54,86.65,1.21
REC-29154679,2023-12-22,77.19,3.55,90.82,2.04
REC-38122043,2020-07-28,87.59,3.94,84.69,3.15
REC-51352528,2024-06-02,95.95,8.15,96.22,1.76
REC-32602089,2020-04-13,94.92,9.94,88.73,4.72
REC-10211873,2023-12-13,99.67,9.84,89.5,1.52
REC-19373966,2022-03-04,79.72,3.22,89.74,2.71
REC-80459205,2022-07-24,83.73,6.57,98.58,0.63
REC-97848347,2020-08-30,76.54,5.36,99.1,3.54
REC-67841075,2024-01-13,80.2,6.57,83.84,4.11
REC-33676181,2021-11-10,85.1,9.59,83.81,0.05
REC-35018189,2024-03-30,71.28,3.59,96.31,3.95
REC-36577865,2024-07-23,76.69,8.45,98.19,3.74
REC-34425523,2021-10-18,98.53,4.47,82.36,3.07
REC-24795927,2023-06-08,94.92,5.42,96.32,3.09
REC-86113817,2022-11-16,85.99,4.69,94.09,1.6
REC-34915916,2024-06-16,94.27,1.37,99.67,0.29
REC-17916438,2023-10-13,99.17,5.41,89.22,3.21
REC-35754346,2021-09-26,70.82,6.01,94.37,2.73
REC-64867187,2022-07-23,78.65,0.12,95.51,3.18
REC-94132688,2023-07-28,86.94,8.3,90.67,3.73
REC-95420677,2023-08-03,95.38,9.78,84.19,3.11
REC-20711890,2024-08-29,85.16,3.94,90.08,0.24
REC-21503407,2019-11-25,93.15,7.44,84.5,0.95
REC-26734478,2023-10-08,72.06,7.95,85.68,2.55
REC-18625158,2020-08-28,75.39,5.19,81.22,0.29
REC-13981790,2021-11-11,78.1,3.99,83.33,2.31
REC-74142265,2020-03-29,81.53,1.31,96.46,4.82
REC-23530374,2022-12-03,90.93,1.86,85.59,0.76
REC-18194860,2021-07-17,98.98,1.95,94.46,0.92
REC-10969945,2021-08-16,74.19,5.18,95.53,1.73
REC-22997893,2022-05-09,92.17,4.15,90.04,2.68
REC-80106555,2023-03-06,71.88,4.39,84.7,2.31
REC-60421010,2022-09-03,78.73,7.14,99.77,4.62
REC-45679876,2024-01-23,97.26,8.06,98.02,0.4
REC-73516094,2024-03-23,93.0,7.61,95.32,4.62
REC-91117376,2019-10-02,91.14,8.76,87.22,1.75
REC-55171003,2021-11-28,96.99,3.21,81.88,3.23
REC-56047075,2021-10-12,76.78,8.36,81.55,2.91
REC-42158168,2022-02-10,82.32,6.52,87.53,3.98
REC-99265296,2020-06-16,98.85,0.68,81.54,2.76
REC-60792779,2023-01-23,95.55,5.58,82.88,3.18
REC-57785434,2022-07-30,95.19,9.06,96.84,3.93
REC-23445578,2020-04-25,98.91,7.6,96.58,3.76
REC-71326664,2024-05-20,94.47,6.31,86.27,4.26
REC-28637880,2021-03-09,83.7,1.38,85.04,3.62
REC-90786882,2023-09-21,94.62,3.64,86.51,0.09
REC-81219864,2022-05-04,80.84,1.5,86.23,3.79
REC-43358157,2022-09-04,99.76,8.6,84.78,3.79
REC-70655417,2021-07-12,82.36,7.55,80.76,0.05
REC-79110587,2024-07-19,94.27,4.0,93.2,3.55
REC-98614357,2021-12-15,82.87,7.94,96.21,0.87
REC-10419981,2021-03-22,91.44,5.84,97.65,3.73
REC-12232081,2021-04-14,88.32,4.77,93.54,4.19
REC-16141035,2023-11-30,75.17,4.55,87.77,2.26
REC-69633763,2021-05-14,87.24,0.6,80.24,0.1
REC-91438353,2021-08-31,71.13,5.31,86.18,0.94
REC-63709262,2021-09-23,95.87,4.11,85.07,2.4
REC-56752592,2021-12-04,93.22,8.5,98.99,1.01
REC-73904001,2021-06-05,88.12,5.81,95.64,3.49
REC-61654839,2021-08-14,96.35,2.86,89.84,0.44
REC-91493489,2021-05-23,80.49,9.78,86.04,2.88
REC-29214803,2021-10-16,99.82,8.78,90.94,4.04
REC-86758128,2022-09-12,92.23,4.43,83.05,0.24
REC-14260842,2020-12-29,94.94,2.01,94.62,2.04
REC-76830369,2020-07-29,81.41,0.85,83.34,1.36
REC-50446284,2020-09-08,74.42,7.11,83.01,1.7
REC-72653244,2020-05-02,73.14,2.51,88.78,2.47
REC-69899586,2023-11-10,78.16,6.48,86.46,1.78
REC-74715566,2019-09-22,77.15,1.01,86.08,3.38
REC-42333267,2024-04-10,89.79,9.85,83.74,3.66
REC-38405950,2020-01-11,77.54,2.09,84.02,4.51
REC-98549488,2023-10-09,92.56,3.59,82.86,4.1
REC-24155900,2022-10-29,87.11,8.09,90.01,2.08
REC-13922081,2022-05-08,70.46,3.32,80.53,4.36
REC-53822194,2023-11-09,77.78,3.27,86.48,2.18
REC-47628993,2024-07-21,81.1,4.87,81.51,3.4
REC-44578317,2022-01-02,74.18,8.48,88.18,3.5
REC-26521948,2023-11-04,72.41,1.72,90.1,1.41
REC-81745187,2021-03-23,88.91,9.43,87.69,2.88
REC-22138886,2024-01-07,94.28,2.79,96.54,3.66
REC-40038761,2022-01-19,87.95,6.34,83.39,2.23
REC-96434410,2023-01-20,70.08,1.01,93.04,1.82
REC-60601468,2021-07-23,79.78,0.37,96.79,3.78
REC-97767609,2024-07-28,70.83,6.89,88.2,2.47
REC-41322048,2020-10-04,89.12,2.17,95.87,4.92
REC-44775001,2020-02-17,97.73,0.69,84.23,2.25
REC-49054205,2024-02-21,80.38,1.57,84.39,0.98
REC-24949509,2023-04-08,88.73,6.94,98.37,4.72
REC-55665951,2023-09-27,72.39,5.45,92.53,4.78
REC-25583513,2024-04-08,76.64,1.21,99.68,3.44
REC-27101682,2019-12-12,84.85,7.28,99.82,1.7
REC-61028923,2023-12-11,95.33,5.21,80.64,4.92
REC-51714724,2022-08-15,87.44,7.82,87.43,4.53
REC-89196483,2023-01-07,99.53,5.3,84.16,2.97
REC-35482265,2021-02-26,87.81,1.86,84.89,2.74
REC-66867849,2023-07-23,72.46,6.31,81.09,4.53
REC-58992670,2020-09-09,88.97,3.9,84.85,3.92
REC-79759849,2024-01-29,93.36,7.79,83.91,4.78
REC-24305720,2023-08-01,79.95,3.04,95.42,3.61
REC-11233262,2022-05-09,96.65,0.99,84.11,1.35
REC-71821057,2019-09-28,89.72,3.51,95.52,4.8
REC-29421410,2019-10-08,87.83,0.95,89.67,2.93
REC-39380829,2021-06-17,78.68,6.84,88.96,4.49
REC-71174364,2022-11-23,96.13,5.27,96.78,0.91
REC-90727321,2024-08-11,95.66,8.46,80.11,4.2
REC-29578433,2020-07-11,87.03,7.27,98.61,3.3
REC-90380354,2022-06-09,85.8,9.61,90.33,1.22
REC-51458705,2022-09-29,98.3,8.18,82.45,4.01
REC-26571059,2021-11-16,75.25,3.41,82.55,4.06
REC-87037211,2021-04-05,95.86,1.26,93.12,3.51
REC-94701730,2024-05-02,81.35,5.98,80.31,2.46
REC-76441201,2021-11-26,89.35,8.4,86.48,3.48
REC-60560976,2021-09-07,84.94,7.27,97.46,1.43
REC-54713904,2021-12-17,83.04,5.62,87.82,0.6
REC-38268009,2023-09-05,96.05,8.54,87.16,3.08
REC-17055329,2022-08-02,76.99,0.48,81.45,1.08
REC-75431766,2022-10-12,74.04,4.08,83.41,2.02
REC-50144760,2021-03-26,75.21,9.56,92.01,2.37
REC-12894515,2023-11-29,78.48,8.45,92.25,1.83
REC-62651678,2023-04-11,89.01,1.2,95.03,2.05
REC-66698597,2021-06-17,85.95,4.56,81.46,2.24
REC-56748995,2023-03-27,93.75,7.3,99.54,1.37
REC-62487600,2022-11-01,76.9,5.51,95.81,0.04
REC-80846080,2022-10-10,70.57,4.47,87.09,3.53
REC-47898265,2023-01-28,76.27,9.99,86.82,3.21
REC-83552661,2022-01-17,79.81,7.69,85.02,3.98
REC-23062011,2023-07-03,96.72,5.29,88.48,1.48
REC-53408507,2021-03-13,82.73,2.34,96.83,0.82
REC-50812122,2024-07-12,92.62,5.22,90.83,1.73
REC-97863486,2020-10-13,96.1,1.27,92.72,2.17
REC-87464756,2024-07-26,76.72,2.14,91.16,4.1
REC-69308631,2021-08-12,97.41,9.61,94.8,3.75
REC-49068306,2020-07-08,86.17,8.93,81.04,4.33
REC-38154362,2021-12-18,84.58,3.0,88.72,0.56
REC-36260378,2021-09-03,85.24,2.28,96.69,2.16
REC-58617120,2024-05-23,98.28,8.71,81.04,2.1
REC-29811269,2023-05-06,70.75,7.98,82.5,4.36
REC-67325876,2022-11-28,90.92,2.68,93.03,0.29
REC-17560687,2021-05-03,86.46,5.24,92.59,2.32
REC-57725656,2020-11-28,77.01,9.51,92.95,3.39
REC-34109916,2020-12-09,91.75,3.26,98.14,3.28
REC-25750026,2023-09-10,71.81,4.29,95.62,3.2
REC-97254650,2019-10-02,93.85,7.86,85.38,1.34
REC-89643778,2021-03-03,95.8,6.82,85.4,2.32
REC-29940502,2023-04-03,71.48,6.22,97.9,4.22
REC-42883478,2023-12-02,90.15,5.69,94.44,3.0
REC-25945407,2020-10-23,84.92,2.77,86.81,0.35
REC-63236763,2024-01-25,96.98,3.32,95.89,4.12
REC-50626311,2024-03-18,85.86,7.22,80.72,0.31
REC-97616925,2022-05-09,72.22,6.18,82.61,4.34
REC-98384904,2023-10-22,98.52,8.27,87.19,2.11
REC-72233240,2022-03-22,84.01,9.58,85.21,3.59
REC-46938871,2021-10-20,93.07,5.35,95.52,3.67
REC-59301266,2024-06-13,90.48,2.84,92.29,1.03
REC-26106179,2024-07-01,85.26,0.87,99.24,1.74
REC-21091349,2020-01-28,94.49,1.04,82.29,0.24
REC-75661787,2023-01-21,77.35,7.36,91.17,1.31
REC-40190270,2020-07-05,87.67,4.99,84.79,2.04
REC-88765739,2021-01-21,94.2,3.42,97.33,4.83
REC-46738721,2020-03-06,94.95,7.39,83.86,0.14
REC-89574873,2021-07-02,96.31,0.55,93.55,2.64
REC-61534222,2021-10-31,91.38,4.5,88.75,4.53
REC-96516297,2023-09-21,80.96,8.21,86.71,0.24
REC-50045650,2020-06-27,73.97,0.49,87.57,3.29
REC-23346779,2023-06-30,97.51,8.95,99.0,2.27
REC-18522597,2022-07-07,91.77,7.33,92.38,4.2
REC-34815495,2021-11-17,97.0,0.19,84.8,0.69
REC-12650315,2022-09-27,88.83,7.23,82.77,2.67
REC-84633131,2022-09-25,85.56,1.36,94.85,1.5
REC-81147161,2024-06-07,91.68,4.65,90.94,4.97
REC-18580762,2024-05-30,70.95,9.91,89.36,3.88
REC-88479996,2021-11-10,80.43,0.9,95.29,2.84
REC-97469782,2022-08-06,95.87,2.26,80.68,2.06
REC-37845315,2019-11-02,99.51,9.13,83.37,2.29
REC-34248334,2023-03-04,83.53,5.33,96.23,2.1
REC-10714575,2020-09-12,86.08,7.81,81.76,1.63
REC-52184106,2022-08-27,79.25,8.07,81.31,3.95
REC-15253706,2021-05-12,87.81,9.31,96.93,4.38
REC-87186069,2024-07-29,79.82,2.26,92.06,3.48
REC-97595925,2024-07-26,92.81,1.15,94.68,1.49
REC-21787125,2024-03-31,91.41,6.24,84.36,3.06
REC-14698329,2021-02-25,95.4,8.63,95.79,0.21
REC-26739248,2022-02-02,72.67,7.23,81.4,2.67
REC-50074450,2022-09-09,87.05,7.34,98.04,4.1
REC-83071775,2022-06-08,72.51,2.11,87.76,4.44
REC-66780987,2024-01-04,79.91,1.91,89.35,4.9
REC-43331239,2023-10-25,79.1,7.14,99.25,3.68
REC-16196330,2023-06-21,74.81,1.93,86.79,1.4
REC-49379055,2020-05-02,90.83,8.05,83.62,0.82
REC-69716190,2022-11-28,70.09,7.95,95.68,3.68
REC-87453221,2022-02-08,91.28,3.59,85.83,0.57
REC-52001565,2023-08-12,98.33,4.97,98.44,3.71
REC-57260360,2020-11-25,76.87,0.63,94.96,1.41
REC-78530276,2021-02-03,73.58,9.64,86.43,4.59
REC-23288780,2022-07-16,82.69,2.34,97.76,0.06
REC-41823071,2023-04-04,84.56,7.3,80.15,3.28
REC-35242818,2024-07-13,84.14,4.57,96.45,1.54
REC-50226291,2023-02-10,91.37,0.56,85.84,1.68
REC-28013093,2020-04-10,77.47,0.87,83.29,2.9
REC-89427788,2020-05-04,96.17,9.71,93.02,4.85
REC-47231423,2021-01-17,89.45,9.53,87.91,3.99
REC-93525402,2022-08-04,71.15,3.09,83.57,3.26
REC-19980384,2021-08-11,88.82,8.68,85.24,4.26
REC-44987131,2022-05-02,75.31,1.46,96.88,1.25
REC-97210510,2022-05-13,89.06,3.05,89.61,1.19
REC-63695060,2022-02-23,78.13,5.27,93.78,3.93
REC-21174172,2021-12-11,88.34,3.44,95.0,4.97
REC-67088619,2023-01-12,98.0,7.38,90.55,4.75
REC-81927860,2021-12-22,96.6,7.3,90.27,0.42
REC-19470140,2023-06-15,85.95,0.48,98.77,3.57
REC-94975906,2022-10-04,74.43,1.16,100.0,4.13
REC-59948088,2024-08-29,70.88,0.49,90.16,0.85
REC-91194302,2024-02-06,78.59,3.08,80.4,2.85
REC-66329364,2023-07-01,84.6,2.4,90.94,1.25
REC-52461165,2023-03-11,74.58,5.84,92.67,1.89
REC-60860721,2021-02-02,73.16,1.23,83.88,0.93
REC-91014793,2021-03-26,83.05,4.88,91.64,0.32
REC-20405175,2019-11-12,82.61,2.03,94.16,3.05
REC-26726377,2020-09-24,71.07,5.76,83.72,1.21
REC-24762625,2021-08-30,96.85,4.64,82.84,1.44
REC-64597257,2021-10-22,80.42,6.78,96.45,1.68
REC-54205616,2020-05-07,95.18,0.63,82.26,0.03
REC-58696806,2021-06-17,84.32,5.4,87.49,1.05
REC-46675397,2021-02-01,85.72,7.68,87.75,4.86
REC-40301728,2023-01-17,92.82,8.79,83.9,0.39
REC-11323834,2020-07-18,74.05,0.02,81.47,3.14
REC-60621018,2020-06-24,95.66,8.12,90.54,4.42
REC-60819173,2020-03-18,94.05,2.78,99.72,0.4
REC-26576358,2023-09-11,85.49,1.15,86.13,1.16
REC-80662368,2024-05-01,92.46,9.71,92.43,0.92
REC-89031028,2020-02-16,82.52,3.1,99.78,5.0
REC-22823236,2019-11-22,92.91,9.0,88.86,3.21
REC-56828593,2023-01-17,75.5,4.26,85.95,4.97
REC-84026745,2024-02-15,92.59,9.28,88.25,4.35
REC-91532833,2020-05-17,96.61,4.25,87.06,1.57
REC-16437523,2020-07-20,96.65,9.04,93.23,1.58
REC-52680752,2021-11-25,95.84,3.71,94.12,2.32
REC-34249450,2020-12-27,78.1,2.55,86.54,3.53
REC-81361168,2020-05-20,90.14,0.93,85.66,0.95
REC-74003316,2022-12-26,74.84,3.9,95.74,1.17
REC-44770583,2022-04-20,93.01,7.83,89.66,1.91
REC-78929583,2021-08-14,77.06,8.52,94.1,2.21
REC-98256603,2021-10-09,88.02,2.19,87.99,1.33
REC-29148862,2022-01-31,88.99,0.33,99.79,3.21
REC-86176717,2023-06-09,78.92,4.93,84.28,2.46
REC-17095369,2020-09-28,95.16,6.11,90.17,1.25
REC-43435196,2020-10-13,73.76,2.47,92.83,0.83
REC-71443076,2024-02-24,83.46,1.41,96.26,0.42
