record_id,date,inventory_level,order_fulfillment_rate,supplier_performance
REC-93329195,2021-07-18,1227,99.38,92.05
REC-34954217,2021-10-26,1934,96.5,93.18
REC-28478117,2021-04-27,9701,94.41,60.06
REC-18118989,2020-08-23,6560,94.27,82.7
REC-51831217,2021-03-18,6970,88.51,78.62
REC-78870570,2024-06-29,2156,89.41,60.17
REC-51766978,2020-02-17,4888,94.01,68.9
REC-29545414,2024-05-03,9221,97.21,84.85
REC-73018412,2023-08-05,1231,98.24,92.79
REC-90977513,2024-05-05,7090,98.43,71.89
REC-49065941,2020-04-16,1481,98.68,98.8
REC-11084726,2022-02-21,8662,88.13,91.86
REC-88710632,2020-03-29,3704,94.88,78.24
REC-17693044,2021-10-19,3605,98.8,70.87
REC-78062865,2020-07-03,657,92.37,82.45
REC-66648087,2021-05-07,4336,89.02,64.29
REC-36227100,2024-08-09,8781,97.22,71.98
REC-95973808,2023-10-24,5802,95.08,71.03
REC-19180999,2022-06-25,3080,89.53,98.33
REC-35414874,2022-09-15,5317,94.62,89.27
REC-72733686,2020-10-04,8404,99.69,96.24
REC-87632976,2021-08-30,628,89.62,93.05
REC-92691963,2020-07-08,7589,95.17,86.64
REC-66196330,2022-02-03,9408,92.58,96.93
REC-31780851,2020-04-05,6914,85.11,81.84
REC-70975394,2021-04-25,8896,94.92,78.75
REC-76562688,2022-05-16,7885,88.71,85.92
REC-10496212,2023-10-20,7497,98.38,93.65
REC-40906854,2023-07-03,4232,85.75,79.28
REC-93741127,2022-06-18,2723,97.31,92.89
REC-42080592,2022-04-08,701,97.3,62.3
REC-54495204,2024-08-20,309,85.48,86.48
REC-37557095,2020-12-18,8146,96.13,70.28
REC-34728879,2024-06-24,6172,89.32,76.49
REC-58696493,2024-06-28,6283,92.88,96.54
REC-19896028,2022-10-08,3156,87.87,93.32
REC-14028892,2022-05-11,359,96.43,69.16
REC-29112869,2023-04-24,8686,85.96,62.38
REC-69110577,2021-02-06,8931,85.23,77.54
REC-94736292,2019-09-17,308,91.95,99.92
REC-15892805,2022-05-02,4224,97.06,62.02
REC-36725819,2021-10-05,2916,93.96,91.52
REC-48131375,2021-07-21,243,98.48,96.01
REC-39386305,2023-05-18,5793,98.58,99.34
REC-33392072,2022-01-08,5162,87.56,76.78
REC-84424395,2022-09-22,2351,93.03,71.91
REC-33963425,2020-10-23,1946,98.59,90.77
REC-12884611,2022-06-28,7460,89.61,70.72
REC-45136671,2023-10-02,4051,91.43,80.12
REC-12817734,2023-08-10,4795,90.37,72.87
REC-60858151,2023-06-16,1102,98.95,92.44
REC-55417034,2022-09-20,6608,89.0,65.01
REC-50946121,2022-04-08,924,93.56,75.26
REC-42232378,2023-10-23,6717,91.62,70.19
REC-59976005,2024-05-11,2610,99.72,76.49
REC-80722909,2020-08-05,5324,97.87,86.78
REC-18774822,2021-03-01,6723,93.79,90.61
REC-29385367,2020-05-13,8959,95.64,67.82
REC-35453201,2022-01-20,3984,85.94,72.4
REC-81478283,2020-11-09,2157,99.59,99.68
REC-60231696,2024-04-01,6273,90.19,62.31
REC-90470126,2021-05-04,9342,85.01,70.72
REC-95381661,2021-11-27,2701,96.09,66.08
REC-16200213,2020-04-26,4471,98.13,85.05
REC-81869344,2020-04-23,4164,86.1,83.59
REC-29940314,2019-10-29,3933,97.18,67.26
REC-43174817,2023-12-25,1844,97.69,64.03
REC-94484575,2019-12-07,138,89.06,65.58
REC-26972976,2024-08-13,7822,98.3,80.84
REC-88394188,2024-08-04,6974,88.68,95.38
REC-38083391,2023-02-11,1277,95.58,60.43
REC-73171894,2021-06-24,7720,89.52,71.35
REC-32472549,2019-12-24,1124,90.87,82.19
REC-62092026,2024-05-11,8223,98.79,70.74
REC-60233144,2021-11-19,931,88.63,93.78
REC-79644554,2024-04-16,9807,86.94,79.96
REC-34024774,2024-04-04,452,99.45,98.01
REC-60181152,2023-09-07,4944,97.85,91.16
REC-74867032,2020-12-06,2896,97.47,66.42
REC-73586743,2022-10-12,8725,93.93,81.87
REC-88005556,2023-01-03,1961,95.77,62.71
REC-95645083,2021-07-26,9657,87.07,82.38
REC-37809859,2022-02-22,1057,93.34,93.11
REC-37246265,2020-10-21,4498,87.77,63.24
REC-41458567,2023-08-15,3171,97.07,67.72
REC-39339153,2023-12-06,8884,96.42,90.13
REC-67045601,2024-01-04,8759,93.65,84.43
REC-86688035,2020-06-09,1776,97.6,62.54
REC-60211839,2023-01-16,3983,88.4,91.74
REC-83893835,2022-10-06,6228,91.7,62.95
REC-28029509,2023-12-10,6687,91.89,63.9
REC-49600674,2019-10-04,1958,91.71,76.4
REC-79634938,2021-09-13,4767,88.37,83.07
REC-40893911,2021-01-29,8026,98.22,97.09
REC-72445215,2024-01-16,544,99.6,78.33
REC-93366096,2020-11-11,9958,93.81,98.1
REC-67190488,2023-06-19,7048,92.14,90.25
REC-72753631,2021-01-08,7181,93.47,81.37
REC-64888712,2021-03-11,8276,98.71,97.12
REC-76779099,2024-06-26,6843,94.1,85.84
REC-46644052,2024-06-24,671,87.55,76.98
REC-13317620,2020-11-29,4520,86.25,84.63
REC-69282426,2023-10-13,2475,94.9,82.96
REC-45651567,2022-09-20,4887,88.7,77.49
REC-58196637,2020-01-05,9210,99.24,95.84
REC-49529512,2021-07-12,5781,86.06,96.24
REC-78825641,2023-10-26,6304,98.01,83.19
REC-96389831,2021-08-22,7159,98.73,96.66
REC-47101128,2020-03-15,8893,95.04,92.68
REC-23208247,2021-12-01,8419,88.85,60.73
REC-19576257,2022-10-23,300,96.66,68.79
REC-15138040,2021-08-29,8315,96.15,64.32
REC-36884696,2020-01-13,9512,96.06,88.56
REC-36393422,2021-06-05,9623,88.76,68.5
REC-43557605,2024-01-28,7441,93.48,74.31
REC-46838009,2022-09-28,5978,97.98,97.13
REC-91072076,2022-12-20,7732,90.74,68.33
REC-82897088,2023-08-31,3759,88.59,93.93
REC-11145397,2023-07-15,7062,99.05,74.23
REC-47828631,2020-01-24,7480,98.64,89.61
REC-64198613,2020-01-03,487,92.27,83.19
REC-87840078,2022-06-04,2022,92.72,71.64
REC-73351303,2020-07-18,9274,87.09,80.88
REC-30036175,2024-02-07,7423,93.05,65.38
REC-40545068,2021-12-29,179,98.96,80.01
REC-38168948,2021-11-28,360,93.12,67.75
REC-41369795,2024-08-03,8760,98.8,70.82
REC-88786294,2024-04-19,6981,92.63,60.52
REC-71928212,2024-07-08,4274,99.03,92.2
REC-21526062,2021-02-23,9452,88.19,84.68
REC-35212337,2022-11-15,1493,91.15,85.83
REC-66061116,2022-11-21,4732,93.63,99.77
REC-68878740,2022-10-10,5779,96.04,71.84
REC-84953463,2024-08-31,6639,97.5,92.75
REC-60291405,2020-04-30,3008,87.67,86.96
REC-87511871,2024-01-24,1150,89.3,92.36
REC-51013170,2021-10-22,4136,93.1,75.15
REC-77082048,2022-11-14,479,99.74,67.39
REC-55610169,2021-07-25,1919,89.37,65.17
REC-66257000,2024-01-23,8319,91.69,75.75
REC-64139232,2023-02-13,1486,87.94,87.8
REC-50216625,2022-09-02,2116,97.41,87.32
REC-88779778,2022-08-08,2307,96.9,63.72
REC-86178952,2023-10-23,2942,86.11,60.58
REC-28674348,2023-10-08,3065,94.41,62.43
REC-54325475,2019-09-22,4056,97.78,74.5
REC-61179711,2023-12-09,7093,89.73,70.52
REC-62430296,2020-11-06,1457,99.88,76.33
REC-81738111,2023-05-30,1696,96.81,60.04
REC-35278389,2021-01-28,9679,89.03,67.4
REC-24581193,2021-08-16,1220,92.67,67.56
REC-86439010,2020-04-28,9978,90.15,63.88
REC-95765571,2024-01-17,4650,91.61,84.49
REC-22514663,2022-01-21,4711,89.83,77.8
REC-24000677,2021-06-20,104,87.6,89.01
REC-14302906,2020-12-11,9711,93.07,70.26
REC-13602203,2021-04-04,8163,87.53,62.94
REC-36709158,2021-01-02,3155,85.8,82.9
REC-61793831,2022-10-01,9279,91.49,60.08
REC-37634396,2020-09-03,6595,88.2,83.65
REC-49071522,2021-08-17,6748,90.85,93.42
REC-19392480,2023-03-13,122,91.67,89.7
REC-17711235,2022-06-23,1174,97.48,62.35
REC-79596144,2020-08-19,4463,93.85,91.1
REC-33062057,2023-10-07,7854,91.11,78.42
REC-65144861,2023-09-28,9176,86.35,66.29
REC-31076941,2023-09-29,2143,90.81,60.95
REC-27332564,2021-06-17,9822,88.17,90.84
REC-66158469,2021-01-14,9025,93.7,79.46
REC-19229212,2023-03-01,1413,93.26,95.17
REC-37713235,2019-11-10,7150,85.96,89.55
REC-37605500,2021-09-28,2139,94.4,83.04
REC-68008992,2020-01-14,1463,89.75,98.39
REC-31311258,2020-10-03,3311,93.66,99.08
REC-88851835,2024-07-18,7989,97.51,78.5
REC-77441055,2021-01-14,8761,90.43,62.61
REC-46969062,2020-10-24,9100,99.13,67.83
REC-10999023,2024-01-11,2383,88.1,77.05
REC-69825080,2020-01-01,9051,91.6,62.32
REC-63584671,2024-07-14,1107,95.3,90.79
REC-80579265,2020-12-01,2017,85.03,91.66
REC-86400632,2020-02-22,1320,88.68,99.86
REC-71767610,2021-01-30,7665,96.29,79.89
REC-87327229,2021-11-12,4510,86.19,95.94
REC-22227594,2021-03-14,7966,92.36,83.4
REC-96744801,2024-01-24,9387,91.57,67.85
REC-56544270,2023-02-12,7448,96.77,92.13
REC-62491260,2024-06-18,9972,88.24,88.54
REC-65707438,2019-10-29,7341,86.69,64.32
REC-34102565,2022-01-29,6024,95.11,88.68
REC-71448654,2020-05-25,5875,88.5,91.54
REC-98460225,2021-07-05,731,96.5,65.89
REC-86318249,2023-06-28,5235,87.31,94.84
REC-62821563,2023-09-05,7485,88.01,74.73
REC-42171352,2023-10-07,9647,99.3,72.72
REC-46745629,2021-02-12,3940,97.69,82.25
REC-49176757,2021-07-14,5736,90.21,70.74
REC-39159454,2023-03-01,5677,89.99,98.23
REC-65200819,2020-11-18,5352,96.4,93.04
REC-59490380,2024-08-16,3358,99.59,84.57
REC-24123001,2021-03-20,9718,85.61,62.12
REC-53756742,2024-01-06,2524,99.23,96.88
REC-70523603,2021-12-01,1702,93.37,81.23
REC-43925761,2021-02-04,3938,87.12,90.01
REC-77922837,2022-08-01,5688,96.37,73.18
REC-72031070,2023-07-11,4228,90.3,69.69
REC-19824132,2020-04-02,1673,87.57,92.15
REC-61157834,2021-08-16,9659,91.77,72.44
REC-63598753,2022-11-20,2067,89.68,78.53
REC-63240727,2022-12-12,6194,96.97,61.57
REC-11441144,2020-10-16,8005,86.91,76.63
REC-25392453,2020-08-04,2486,98.04,64.9
REC-53904009,2019-10-23,7331,97.09,99.73
REC-75063283,2021-05-22,7404,85.66,99.52
REC-19158638,2024-02-12,4942,91.88,82.72
REC-83608832,2023-12-16,4218,97.8,91.9
REC-68750274,2023-03-29,9106,99.82,99.96
REC-73188059,2020-12-09,5390,97.95,66.64
REC-31658249,2020-06-27,4595,95.7,89.25
REC-12424794,2021-03-06,118,92.31,98.7
REC-33788294,2023-09-19,871,96.51,91.46
REC-26663316,2020-01-01,5211,89.35,64.39
REC-62458932,2024-03-10,3298,90.29,67.37
REC-20413322,2023-12-13,9467,99.26,86.73
REC-46675298,2020-09-01,4340,96.82,66.24
REC-69144114,2020-06-17,8571,89.12,76.37
REC-33882733,2023-10-09,9466,97.29,84.87
REC-14623108,2020-10-10,7794,96.48,61.65
REC-39013376,2024-04-03,2560,86.49,73.57
REC-16409704,2019-09-05,3186,98.53,98.14
REC-96035199,2023-05-04,3640,91.33,71.68
REC-62427912,2024-02-09,131,98.98,77.57
REC-69590884,2023-04-01,1528,96.71,90.49
REC-90289763,2022-10-26,9281,94.36,77.17
REC-16531664,2020-01-14,5884,90.14,81.85
REC-37076822,2024-03-05,7646,88.4,78.28
REC-60283960,2023-04-26,4541,91.11,66.46
REC-36841625,2021-08-14,6955,96.88,65.81
REC-12152643,2023-10-08,7924,85.93,91.96
REC-13750602,2022-11-29,8996,96.57,62.36
REC-55247029,2022-08-26,4385,95.92,78.08
REC-99784876,2024-07-26,8131,93.24,87.22
REC-39604115,2020-07-01,9864,87.36,96.25
REC-99135168,2023-04-15,9157,98.02,65.13
REC-32420703,2020-10-21,7203,88.05,94.31
REC-65791626,2021-10-31,2262,98.17,67.68
REC-24453078,2023-09-23,7613,85.47,93.71
REC-53309319,2021-08-24,5455,98.58,74.98
REC-93842238,2020-05-19,8414,93.8,73.16
REC-82706099,2022-01-29,4487,97.11,76.72
REC-67429121,2024-04-17,9303,87.51,90.95
REC-41193292,2023-02-22,9772,87.67,86.1
REC-24211686,2021-11-10,6101,96.23,83.64
REC-53401695,2021-04-11,4390,94.42,90.98
REC-12012537,2019-09-18,970,97.14,68.48
REC-97777422,2019-09-24,3913,90.51,66.31
REC-11608113,2024-08-01,7730,87.36,75.85
REC-38557229,2024-02-11,2247,96.65,66.77
REC-39540811,2020-09-02,7724,99.75,93.09
REC-98310124,2024-02-02,6048,97.89,72.95
REC-97234140,2019-09-24,3621,99.94,92.42
REC-15897385,2022-11-10,5314,98.57,89.82
REC-39334741,2021-06-01,3262,88.93,93.47
REC-50471241,2022-05-10,3709,89.02,81.91
REC-23665188,2023-02-23,765,97.11,72.84
REC-86397410,2022-10-01,461,85.53,81.34
REC-43814834,2020-07-29,6408,89.74,84.97
REC-90512805,2020-12-25,5185,97.55,98.07
REC-94674464,2023-04-17,257,88.79,84.08
REC-27841755,2024-08-24,5423,87.55,66.25
REC-33532534,2021-10-29,9440,90.09,87.98
REC-99438746,2021-11-21,2908,94.53,65.08
REC-19061506,2024-03-24,6818,89.27,74.44
REC-12368781,2023-04-09,8998,93.88,65.03
REC-61321020,2024-06-21,5991,93.37,99.52
REC-95978796,2022-10-12,4443,85.87,74.99
REC-77567894,2022-01-05,9278,92.23,66.25
REC-41219836,2023-01-18,3865,96.95,73.22
REC-92724918,2021-05-26,3942,96.13,91.81
REC-51452961,2023-03-08,1115,93.7,69.78
REC-67512010,2024-05-13,6675,87.11,91.88
REC-93183615,2024-05-30,8892,96.52,71.54
REC-18042731,2023-10-09,4271,96.88,69.64
REC-60267710,2021-03-10,9787,88.83,64.49
REC-49810955,2022-10-26,3723,90.8,61.05
REC-30356881,2024-06-04,6202,86.4,67.39
REC-37432134,2024-05-22,8194,91.92,99.83
REC-41952404,2023-10-13,2273,85.53,78.23
REC-54116005,2021-10-29,9424,91.17,87.55
REC-47329499,2022-04-11,9877,99.54,96.91
REC-96382807,2024-07-31,9667,91.62,75.03
REC-79910371,2022-08-06,1312,95.67,91.83
REC-96979318,2023-01-20,9802,85.24,83.32
REC-13180065,2020-11-03,3105,86.28,87.58
REC-54462343,2020-09-05,4950,97.12,62.29
REC-42514108,2021-08-15,707,86.97,64.56
REC-82385198,2023-06-20,4524,90.61,94.38
REC-99255596,2021-01-16,6365,88.57,60.65
REC-39855935,2020-07-09,4916,93.21,87.38
REC-79990777,2021-06-29,1969,95.17,96.43
REC-34635056,2023-12-29,6084,88.52,80.71
REC-94527978,2023-01-28,3677,88.54,77.36
REC-18672730,2022-07-19,8286,88.94,71.99
REC-19393216,2024-05-08,5503,95.36,76.62
REC-16993664,2020-02-10,9913,90.16,97.38
REC-37409946,2021-01-13,2127,86.41,84.61
REC-22315737,2022-12-23,2598,85.81,81.06
REC-89541539,2019-09-18,5980,92.38,95.27
REC-37430524,2020-06-11,9811,95.21,78.58
REC-78105370,2020-11-26,8861,99.88,90.57
REC-67208939,2023-09-06,3196,97.22,94.25
REC-51803852,2023-05-16,2904,89.12,89.76
REC-36512868,2020-06-01,9437,85.38,92.1
REC-66910568,2020-03-19,1770,98.88,62.79
REC-91315976,2021-11-27,3814,97.51,81.9
REC-50681488,2021-07-22,604,95.32,86.34
REC-87366028,2022-10-28,3139,98.1,92.58
REC-95309294,2020-05-07,7409,85.27,66.78
REC-46488536,2019-12-28,1286,86.48,84.29
REC-20739561,2022-12-09,1123,87.5,68.31
REC-63451468,2023-01-28,6389,87.54,88.08
REC-32517176,2024-02-06,5960,99.7,85.84
REC-69240493,2022-02-08,8610,88.15,60.42
REC-77819218,2020-02-27,8902,85.98,70.84
REC-30921653,2021-02-27,4331,86.91,64.83
REC-12658997,2023-11-15,6452,93.64,71.96
REC-67364292,2023-05-27,2425,93.39,96.79
REC-50296396,2019-10-05,6868,99.75,67.22
REC-30508295,2021-05-20,9946,98.86,67.05
REC-44533110,2024-01-28,422,97.93,65.69
REC-72230215,2022-02-06,9574,92.49,61.56
REC-70881578,2021-04-29,4163,99.22,69.69
REC-60351362,2019-12-15,7980,89.25,64.46
REC-19655576,2024-01-05,2884,85.57,71.21
REC-28341704,2024-01-21,5267,88.3,84.14
REC-36268523,2021-08-21,2557,86.48,89.36
REC-35451146,2021-02-09,579,92.55,78.47
REC-11722586,2019-12-23,822,99.69,70.12
REC-60232033,2022-09-23,1482,98.66,92.97
REC-64298487,2021-09-14,8196,85.69,84.63
REC-62968985,2019-09-02,8606,96.06,97.45
REC-61544630,2021-01-03,3542,85.35,72.04
REC-51313669,2020-05-28,5947,92.0,91.2
REC-64866540,2022-01-06,2957,88.29,81.24
REC-26707088,2023-01-24,4938,90.51,83.14
REC-85914700,2022-09-03,4585,90.16,82.37
REC-36068867,2023-01-11,7155,86.44,78.13
REC-44260204,2023-02-12,6009,95.84,60.29
REC-78398476,2024-08-26,7382,87.89,85.23
REC-95225538,2021-05-16,730,96.12,64.79
REC-17744982,2024-01-27,9387,91.06,97.01
REC-66913730,2019-10-19,9975,97.28,74.37
REC-42528051,2020-04-02,5491,88.67,97.2
REC-14631527,2020-06-08,6268,91.39,91.32
REC-94685039,2024-05-05,1963,94.73,63.62
REC-99345471,2022-02-01,251,90.69,73.5
REC-45075212,2024-06-04,2586,86.29,63.78
REC-29779316,2024-08-17,2952,95.54,75.37
REC-43207452,2022-08-18,6653,99.76,91.28
REC-11655896,2022-08-16,1921,85.64,84.43
REC-22389075,2022-01-08,5389,97.73,85.19
REC-63373950,2021-08-05,7272,97.22,90.04
REC-79596863,2021-04-28,524,91.48,67.82
REC-66766698,2023-07-15,2249,96.97,61.31
REC-67293719,2023-02-08,1821,87.13,86.87
REC-50563223,2024-07-23,5014,89.36,61.54
REC-81565068,2019-09-16,5297,90.13,72.01
REC-88662295,2021-11-21,1641,86.81,63.86
REC-65245223,2021-02-26,4623,94.68,64.2
REC-24666517,2023-02-17,2765,93.17,61.4
REC-29154679,2023-12-22,543,99.07,64.04
REC-38122043,2020-07-28,9633,91.42,75.28
REC-51352528,2024-06-02,4148,85.2,82.36
REC-32602089,2020-04-13,6041,99.55,60.8
REC-10211873,2023-12-13,8484,98.17,84.85
REC-19373966,2022-03-04,7608,95.05,88.25
REC-80459205,2022-07-24,3844,85.45,94.7
REC-97848347,2020-08-30,6344,94.1,75.39
REC-67841075,2024-01-13,6555,96.99,83.2
REC-33676181,2021-11-10,4193,92.76,97.96
REC-35018189,2024-03-30,6906,89.61,81.17
REC-36577865,2024-07-23,5331,93.01,78.06
REC-34425523,2021-10-18,7583,91.48,67.64
REC-24795927,2023-06-08,8200,97.06,64.46
REC-86113817,2022-11-16,7617,87.17,95.44
REC-34915916,2024-06-16,6624,86.38,75.07
REC-17916438,2023-10-13,9432,88.4,66.91
REC-35754346,2021-09-26,1741,89.61,60.39
REC-64867187,2022-07-23,530,94.79,93.16
REC-94132688,2023-07-28,5404,86.44,69.48
REC-95420677,2023-08-03,2814,91.42,62.7
REC-20711890,2024-08-29,6698,93.85,87.29
REC-21503407,2019-11-25,6896,89.75,94.41
REC-26734478,2023-10-08,2076,94.23,86.77
REC-18625158,2020-08-28,8704,93.27,75.35
REC-13981790,2021-11-11,2922,96.45,68.06
REC-74142265,2020-03-29,7777,90.84,70.26
REC-23530374,2022-12-03,6028,90.52,93.23
REC-18194860,2021-07-17,7110,90.12,73.1
REC-10969945,2021-08-16,5737,92.47,88.39
REC-22997893,2022-05-09,8033,98.84,69.22
REC-80106555,2023-03-06,8693,86.54,61.69
REC-60421010,2022-09-03,8237,89.82,68.0
REC-45679876,2024-01-23,4376,93.72,70.75
REC-73516094,2024-03-23,4818,98.38,93.81
REC-91117376,2019-10-02,6520,96.81,97.79
REC-55171003,2021-11-28,9469,94.52,96.26
REC-56047075,2021-10-12,5512,91.56,88.85
REC-42158168,2022-02-10,2717,92.98,75.99
REC-99265296,2020-06-16,7598,86.53,93.79
REC-60792779,2023-01-23,5455,99.36,93.54
REC-57785434,2022-07-30,8876,90.99,94.62
REC-23445578,2020-04-25,4663,93.8,77.09
REC-71326664,2024-05-20,5009,93.31,96.78
REC-28637880,2021-03-09,3359,86.47,95.52
REC-90786882,2023-09-21,7998,89.63,64.15
REC-81219864,2022-05-04,3732,92.92,73.58
REC-43358157,2022-09-04,9145,94.29,82.3
REC-70655417,2021-07-12,2808,90.33,84.3
REC-79110587,2024-07-19,7643,90.21,99.76
REC-98614357,2021-12-15,5391,88.6,94.3
REC-10419981,2021-03-22,269,93.46,70.48
REC-12232081,2021-04-14,737,89.36,72.07
REC-16141035,2023-11-30,9067,88.93,67.01
REC-69633763,2021-05-14,5343,90.36,90.54
REC-91438353,2021-08-31,5524,89.26,71.41
REC-63709262,2021-09-23,6858,85.86,75.38
REC-56752592,2021-12-04,3132,95.0,80.89
REC-73904001,2021-06-05,7193,97.43,61.49
REC-61654839,2021-08-14,6858,96.22,83.41
REC-91493489,2021-05-23,9300,99.41,90.74
REC-29214803,2021-10-16,4354,88.48,74.2
REC-86758128,2022-09-12,2881,97.4,99.52
REC-14260842,2020-12-29,886,89.95,77.67
REC-76830369,2020-07-29,6873,99.86,74.24
REC-50446284,2020-09-08,6860,93.83,87.77
REC-72653244,2020-05-02,1849,93.07,71.24
REC-69899586,2023-11-10,6233,96.18,69.55
REC-74715566,2019-09-22,5864,89.66,65.22
REC-42333267,2024-04-10,7822,99.21,97.41
REC-38405950,2020-01-11,6263,95.9,64.33
REC-98549488,2023-10-09,261,99.07,99.2
REC-24155900,2022-10-29,4672,97.88,68.65
REC-13922081,2022-05-08,2076,88.34,74.18
REC-53822194,2023-11-09,9509,98.67,97.64
REC-47628993,2024-07-21,941,89.45,70.81
REC-44578317,2022-01-02,2646,98.25,69.25
REC-26521948,2023-11-04,1308,89.51,62.18
REC-81745187,2021-03-23,1988,90.17,60.32
REC-22138886,2024-01-07,8945,91.31,65.45
REC-40038761,2022-01-19,3345,87.77,75.2
REC-96434410,2023-01-20,7361,94.92,75.31
REC-60601468,2021-07-23,1977,99.94,62.66
REC-97767609,2024-07-28,5702,97.17,94.45
REC-41322048,2020-10-04,3653,88.85,98.7
REC-44775001,2020-02-17,5337,92.57,64.21
REC-49054205,2024-02-21,746,92.23,62.51
REC-24949509,2023-04-08,9663,95.31,81.19
REC-55665951,2023-09-27,2291,98.79,76.46
REC-25583513,2024-04-08,676,88.28,83.03
REC-27101682,2019-12-12,2392,87.41,64.69
REC-61028923,2023-12-11,6709,93.6,61.82
REC-51714724,2022-08-15,8361,86.04,91.76
REC-89196483,2023-01-07,9111,98.37,75.24
REC-35482265,2021-02-26,4021,98.75,77.3
REC-66867849,2023-07-23,7970,89.82,79.91
REC-58992670,2020-09-09,2187,95.15,68.08
REC-79759849,2024-01-29,8081,87.54,60.72
REC-24305720,2023-08-01,2076,99.5,74.7
REC-11233262,2022-05-09,7236,89.84,73.36
REC-71821057,2019-09-28,3219,85.53,74.01
REC-29421410,2019-10-08,5723,95.12,76.48
REC-39380829,2021-06-17,4769,95.61,80.7
REC-71174364,2022-11-23,9918,98.29,60.99
REC-90727321,2024-08-11,2590,90.69,63.62
REC-29578433,2020-07-11,1258,86.38,96.78
REC-90380354,2022-06-09,3993,97.57,87.69
REC-51458705,2022-09-29,1860,89.01,86.52
REC-26571059,2021-11-16,5136,88.5,89.12
REC-87037211,2021-04-05,7239,86.21,92.82
REC-94701730,2024-05-02,7558,92.93,79.44
REC-76441201,2021-11-26,6822,85.69,82.69
REC-60560976,2021-09-07,9075,91.43,82.78
REC-54713904,2021-12-17,5393,99.63,70.1
REC-38268009,2023-09-05,2795,94.69,88.39
REC-17055329,2022-08-02,7873,96.73,97.97
REC-75431766,2022-10-12,1127,87.21,68.49
REC-50144760,2021-03-26,8977,89.62,64.23
REC-12894515,2023-11-29,8997,95.19,99.81
REC-62651678,2023-04-11,7456,96.39,62.14
REC-66698597,2021-06-17,8821,85.06,71.31
REC-56748995,2023-03-27,5275,94.98,90.8
REC-62487600,2022-11-01,3033,96.75,89.28
REC-80846080,2022-10-10,7054,95.95,97.59
REC-47898265,2023-01-28,3654,93.49,73.54
REC-83552661,2022-01-17,8845,91.37,83.45
REC-23062011,2023-07-03,7109,88.73,90.17
REC-53408507,2021-03-13,8822,95.53,87.93
REC-50812122,2024-07-12,9345,96.91,60.28
REC-97863486,2020-10-13,9845,87.87,97.8
REC-87464756,2024-07-26,835,92.07,96.08
REC-69308631,2021-08-12,9154,89.72,75.72
REC-49068306,2020-07-08,492,95.7,61.6
REC-38154362,2021-12-18,5846,86.79,62.53
REC-36260378,2021-09-03,9445,98.26,83.62
REC-58617120,2024-05-23,6483,97.01,61.08
REC-29811269,2023-05-06,4225,88.81,82.86
REC-67325876,2022-11-28,5198,85.92,86.37
REC-17560687,2021-05-03,7308,85.94,68.56
REC-57725656,2020-11-28,8661,88.6,79.73
REC-34109916,2020-12-09,6088,86.32,90.68
REC-25750026,2023-09-10,9534,95.51,86.44
REC-97254650,2019-10-02,5479,98.84,76.46
REC-89643778,2021-03-03,4590,93.39,92.02
REC-29940502,2023-04-03,2164,96.02,87.92
REC-42883478,2023-12-02,5488,94.66,71.83
REC-25945407,2020-10-23,3035,91.0,63.25
REC-63236763,2024-01-25,3914,90.64,98.12
REC-50626311,2024-03-18,4215,97.35,84.82
REC-97616925,2022-05-09,5147,91.15,74.44
REC-98384904,2023-10-22,1722,97.56,67.62
REC-72233240,2022-03-22,7104,92.55,73.55
REC-46938871,2021-10-20,3791,86.87,98.88
REC-59301266,2024-06-13,8398,99.96,77.09
REC-26106179,2024-07-01,2626,98.06,82.51
REC-21091349,2020-01-28,6136,91.21,60.44
REC-75661787,2023-01-21,7823,96.47,95.41
REC-40190270,2020-07-05,6732,88.88,82.14
REC-88765739,2021-01-21,1548,90.61,68.03
REC-46738721,2020-03-06,7300,85.38,99.51
REC-89574873,2021-07-02,721,98.55,72.29
REC-61534222,2021-10-31,8290,86.77,91.47
REC-96516297,2023-09-21,8037,89.99,98.1
REC-50045650,2020-06-27,9687,86.95,82.18
REC-23346779,2023-06-30,8986,90.53,75.25
REC-18522597,2022-07-07,6563,90.12,61.55
REC-34815495,2021-11-17,4187,99.58,99.14
REC-12650315,2022-09-27,2262,85.27,61.54
REC-84633131,2022-09-25,1705,91.55,77.46
REC-81147161,2024-06-07,3536,99.83,88.32
REC-18580762,2024-05-30,1922,90.03,78.21
REC-88479996,2021-11-10,123,88.43,87.45
REC-97469782,2022-08-06,5978,87.22,78.38
REC-37845315,2019-11-02,6360,91.37,94.07
REC-34248334,2023-03-04,336,96.15,69.84
REC-10714575,2020-09-12,8958,92.48,97.25
REC-52184106,2022-08-27,6498,92.19,88.66
REC-15253706,2021-05-12,5417,88.47,96.25
REC-87186069,2024-07-29,1133,97.29,85.49
REC-97595925,2024-07-26,6997,92.23,82.79
REC-21787125,2024-03-31,8226,89.45,68.43
REC-14698329,2021-02-25,9855,98.15,79.81
REC-26739248,2022-02-02,7737,99.78,72.36
REC-50074450,2022-09-09,3829,96.08,74.86
REC-83071775,2022-06-08,6956,91.75,98.3
REC-66780987,2024-01-04,5602,99.21,75.76
REC-43331239,2023-10-25,1917,98.14,80.34
REC-16196330,2023-06-21,1382,96.04,93.81
REC-49379055,2020-05-02,910,93.93,67.15
REC-69716190,2022-11-28,9517,89.25,80.01
