record_id,date,returns,customer_complaints,shipping_time_days,delivery_accuracy,transportation_costs
REC-74843897,2022-08-05,64,41,4.27,93.26,5790.45
REC-45534249,2022-02-08,77,21,6.96,99.29,8958.92
REC-10299883,2023-08-29,76,30,3.43,93.4,8512.87
REC-39187415,2024-03-21,47,20,1.48,96.45,4899.49
REC-96298460,2019-09-27,53,23,6.52,93.45,3800.04
REC-14755216,2023-11-08,56,5,5.73,92.87,2052.76
REC-92912825,2023-09-23,0,31,2.62,91.47,5571.79
REC-17717080,2022-03-20,63,43,1.25,95.85,3545.31
REC-10790690,2019-09-30,4,42,2.74,90.77,9567.81
REC-54097476,2023-05-01,27,26,2.74,94.42,6934.18
REC-57498680,2022-02-28,79,36,4.2,98.23,454.49
REC-10691813,2021-08-20,43,22,5.2,96.14,3942.12
REC-34985664,2019-09-24,0,46,6.74,94.85,9142.71
REC-57584523,2024-05-01,44,28,2.65,95.88,240.22
REC-23601326,2022-11-05,96,1,3.8,97.2,1359.25
REC-76041312,2021-04-09,12,5,3.35,98.03,3464.05
REC-21374117,2023-03-04,86,32,2.93,99.02,2854.35
REC-79030673,2024-06-08,87,30,1.19,97.33,4288.21
REC-65125778,2023-05-22,58,3,1.08,94.91,7028.51
REC-75419352,2023-01-10,58,23,2.46,99.35,3524.72
REC-30888358,2021-10-17,52,23,3.47,94.38,7402.2
REC-40345988,2021-01-21,44,24,1.9,98.57,6557.13
REC-63064163,2022-12-25,12,49,6.36,92.74,6378.5
REC-50169346,2022-11-20,86,28,6.73,97.69,3241.05
REC-67491018,2021-07-18,17,13,3.77,95.01,2771.63
REC-81998064,2021-11-27,84,12,2.07,94.53,634.03
REC-24588794,2020-05-05,89,46,2.23,94.79,2577.09
REC-98084362,2023-04-05,1,21,3.46,99.56,6462.07
REC-31721032,2021-09-15,45,23,6.75,94.99,4739.76
REC-57477880,2024-01-24,3,23,2.57,93.54,2834.82
REC-10779834,2021-12-24,47,25,1.99,91.45,3268.49
REC-36637470,2022-02-02,81,33,4.73,92.02,6954.37
REC-35443261,2024-03-11,37,24,2.59,99.81,7701.9
REC-15403110,2021-12-15,7,37,6.59,96.34,7231.21
REC-62955068,2023-03-07,84,9,6.44,92.14,4178.72
REC-54454724,2021-04-08,33,31,3.64,98.8,3802.72
REC-31516779,2020-04-01,3,43,3.97,98.25,2892.06
REC-74329883,2021-03-21,76,23,3.71,90.09,2912.99
REC-25944033,2020-10-30,14,30,4.25,91.06,3473.61
REC-75641573,2022-02-17,3,23,5.89,99.0,4661.93
REC-27103900,2020-08-09,59,38,2.6,92.24,7855.27
REC-63670451,2023-07-17,49,23,3.62,97.48,6704.3
REC-62190363,2023-07-09,31,14,1.35,98.59,8359.69
REC-24728084,2021-12-25,27,18,1.74,97.55,7140.1
REC-12839001,2023-11-08,48,38,3.19,99.16,1151.47
REC-30876492,2021-04-07,20,34,3.61,99.52,3320.35
REC-77108989,2022-05-25,49,3,3.81,91.96,9268.52
REC-41743155,2019-11-01,89,35,4.14,98.7,2451.42
REC-55921387,2020-12-17,26,12,1.73,90.04,341.42
REC-90139636,2020-02-03,92,25,3.83,97.43,1411.34
REC-68294586,2024-03-21,10,37,3.66,94.06,3441.97
REC-48851553,2019-11-09,30,43,1.2,97.52,8996.73
REC-75220319,2021-04-01,29,34,4.74,97.93,5335.45
REC-67572954,2020-07-15,6,35,1.75,97.4,9869.48
REC-92894635,2022-01-25,96,48,3.9,91.33,8829.52
REC-78617449,2021-12-16,84,41,5.99,95.71,7735.24
REC-43482865,2020-09-24,26,8,1.74,93.62,5659.52
REC-25437721,2023-05-26,15,5,4.62,95.71,6950.35
REC-43199341,2019-09-27,74,37,5.92,99.42,7455.06
REC-36630469,2021-08-25,80,10,3.12,93.53,1767.4
REC-23833135,2020-06-08,48,0,5.06,95.97,1133.5
REC-92020513,2020-12-13,5,31,1.48,91.91,2603.05
REC-35322723,2019-10-17,46,36,1.31,90.22,5435.53
REC-40787425,2023-11-13,36,13,2.69,93.08,8262.22
REC-27756443,2021-07-07,31,2,2.63,97.47,1666.69
REC-15149455,2022-07-30,2,31,6.21,93.52,7831.59
REC-35793612,2023-03-30,88,40,3.09,97.46,8461.83
REC-67217417,2022-04-27,74,1,1.71,93.98,1485.46
REC-92740848,2023-11-28,54,48,6.06,99.2,8868.1
REC-22205146,2022-10-29,32,19,4.21,90.44,6997.18
REC-61050068,2023-08-12,0,18,6.98,92.5,4884.95
REC-80460439,2019-12-09,94,33,2.18,94.27,6603.56
REC-95001425,2022-06-24,23,47,1.06,96.76,3888.41
REC-39766168,2020-05-08,3,44,6.55,93.5,3734.17
REC-67186933,2020-11-28,96,17,4.88,91.13,9075.6
REC-18234220,2020-02-23,81,33,2.54,94.06,8317.23
REC-67320744,2021-12-07,77,0,3.12,94.83,8767.24
REC-50841111,2023-01-03,44,38,5.41,93.7,1220.01
REC-46137598,2020-04-10,93,24,2.91,93.68,5057.89
REC-47655580,2024-04-15,79,38,4.49,91.6,2791.3
REC-66112969,2023-09-01,39,25,6.31,95.92,7284.41
REC-52928316,2021-03-19,75,33,2.33,99.58,259.35
REC-34394290,2021-04-21,55,2,6.77,91.65,6922.31
REC-10071931,2021-10-17,82,26,5.41,90.59,6097.29
REC-98641515,2022-11-30,53,28,2.03,93.79,2754.03
REC-38451145,2019-10-11,45,41,5.95,92.38,8034.96
REC-73358574,2020-09-14,52,30,3.17,99.52,3449.71
REC-91405981,2021-10-14,71,23,5.36,98.75,7723.33
REC-67835429,2022-12-10,48,32,2.22,97.57,8697.17
REC-43858172,2023-06-09,98,9,4.12,92.84,4671.77
REC-58799048,2021-10-08,36,22,5.29,93.08,3957.44
REC-50850064,2019-12-15,7,29,5.96,94.7,4412.85
REC-23003982,2021-05-12,74,22,2.52,94.55,1741.81
REC-84057077,2023-08-03,99,42,6.42,95.66,4523.86
REC-54454486,2020-06-19,46,23,3.21,91.2,9487.54
REC-58504268,2024-02-07,44,17,1.09,95.41,3282.75
REC-91163313,2021-06-10,61,49,5.67,97.16,3122.27
REC-41977671,2023-09-10,95,8,6.28,95.86,5286.17
REC-38190192,2022-12-23,31,39,1.77,93.05,6682.43
REC-21707969,2022-04-28,57,47,2.57,97.97,9095.68
REC-27513454,2022-06-01,90,8,2.11,93.62,7908.59
REC-15508152,2021-01-06,26,21,3.19,91.88,9919.04
REC-35894291,2020-01-11,52,28,5.99,91.74,6384.84
REC-23238889,2024-05-05,94,14,5.75,99.41,4220.76
REC-83360594,2024-02-06,26,22,1.65,98.34,6297.74
REC-50463479,2020-09-15,73,39,5.42,93.74,4849.8
REC-37111862,2021-10-28,91,43,2.42,96.64,7924.56
REC-30625554,2023-10-06,85,22,1.1,96.29,4591.05
REC-27157313,2022-03-18,2,36,4.93,91.51,1510.07
REC-66131539,2021-05-11,98,48,2.04,98.35,8127.28
REC-85208373,2022-09-25,74,37,1.75,91.17,3033.25
REC-59125302,2020-02-10,70,8,3.64,95.9,2546.26
REC-94539000,2021-07-09,52,46,2.7,92.33,5782.31
REC-68535809,2020-08-17,99,26,4.42,97.74,6947.39
REC-74803086,2021-09-04,5,4,4.75,97.67,6086.29
REC-80298247,2023-05-12,17,48,5.71,91.12,5209.41
REC-12935999,2022-06-06,76,29,6.89,94.44,2749.07
REC-90417043,2019-10-18,54,29,1.25,99.47,6247.84
REC-27305260,2021-02-02,55,37,1.94,98.95,181.29
REC-16099554,2022-01-06,46,32,5.88,94.23,5651.15
REC-35526992,2024-08-22,89,44,6.47,94.02,8054.04
REC-76441251,2020-09-07,62,31,1.42,93.32,2703.97
REC-78919151,2023-01-13,31,14,2.14,95.94,4403.38
REC-32215479,2021-09-26,44,43,4.15,90.89,9873.06
REC-78354185,2019-09-29,35,37,4.77,99.89,8532.81
REC-85497282,2020-01-10,14,0,5.89,99.69,9713.47
REC-63801036,2024-08-11,62,44,3.96,90.67,4459.79
REC-37772949,2023-09-17,50,27,3.42,99.87,8578.23
REC-10483257,2020-12-26,95,48,5.77,96.86,8167.54
REC-86758847,2022-10-29,11,32,4.49,91.04,1091.42
REC-89472028,2020-06-06,58,8,1.69,90.79,3157.42
REC-78826270,2021-10-13,37,29,2.97,91.92,8194.66
REC-77621275,2021-01-03,72,24,4.27,95.66,8687.02
REC-44740194,2023-12-03,14,12,5.34,99.32,2878.66
REC-39573041,2020-06-11,17,1,4.11,90.96,6447.61
REC-46039426,2022-07-19,50,15,5.24,97.74,9240.28
REC-32965874,2020-03-06,77,11,4.51,93.01,5453.73
REC-16122001,2020-03-05,86,20,4.17,97.46,4218.36
REC-41972914,2022-09-10,22,49,2.85,92.85,7619.67
REC-15246661,2020-12-23,90,10,1.42,92.91,2731.88
REC-47279846,2024-03-25,9,29,1.97,92.62,5360.25
REC-46297151,2020-07-31,95,34,1.12,97.44,704.47
REC-96223229,2020-09-26,16,8,5.66,94.58,6683.07
REC-38182016,2023-10-26,78,36,6.72,95.81,5282.06
REC-25594065,2021-08-24,42,19,1.87,93.83,9823.06
REC-97059725,2022-05-13,4,2,2.57,96.94,2760.09
REC-94917258,2024-06-01,0,0,3.47,96.3,4153.79
REC-53561957,2022-08-16,37,33,3.09,91.19,1151.03
REC-83722452,2023-05-27,31,46,2.57,91.69,419.71
REC-27933045,2021-04-23,55,11,4.54,93.68,4210.33
REC-92071729,2019-11-07,12,20,2.85,97.93,1523.75
REC-53571790,2022-11-18,72,37,2.01,91.23,5663.53
REC-94014298,2022-09-18,37,30,6.22,98.14,6977.34
REC-57712141,2020-10-24,51,3,2.47,95.98,5416.04
REC-47539330,2021-10-19,34,13,3.95,94.19,5554.74
REC-44358021,2020-01-02,15,8,3.01,93.36,7934.59
REC-82127089,2023-10-18,31,43,6.4,96.85,6752.41
REC-61268618,2023-05-23,54,11,6.93,93.07,5194.34
REC-94051119,2024-06-03,77,2,1.45,97.87,9666.45
REC-69349051,2022-03-05,87,22,5.21,90.25,6012.34
REC-53521847,2024-04-14,79,20,3.99,94.61,1908.28
REC-37369495,2023-11-02,8,1,6.5,99.03,3494.79
REC-30889845,2021-04-13,26,28,5.97,93.74,3728.87
REC-41101353,2024-06-27,73,9,6.62,91.38,7553.1
REC-59478024,2021-04-03,25,22,1.04,91.42,3187.78
REC-74291216,2024-04-16,30,23,1.58,99.03,8903.9
REC-76566782,2022-08-17,52,3,6.55,91.1,5780.09
REC-71658297,2022-06-03,8,18,2.86,97.93,9221.99
REC-33637158,2023-08-27,1,11,1.85,95.47,1361.12
REC-86458200,2022-01-04,72,45,2.55,99.19,9850.94
REC-34213769,2024-05-20,96,48,2.01,97.72,1778.78
REC-12824921,2021-01-12,51,42,3.53,96.24,4465.24
REC-31866570,2020-04-02,73,39,1.29,94.61,6867.32
REC-62908270,2024-03-09,44,17,1.91,94.82,4592.76
REC-19321974,2020-12-26,52,45,3.01,94.07,8569.22
REC-19670211,2023-06-29,40,31,6.66,98.49,2034.44
REC-42917412,2022-03-08,44,27,1.28,91.68,5879.79
REC-96586373,2021-11-28,94,19,5.76,92.32,3710.24
REC-23453152,2024-04-10,29,37,4.61,94.87,6210.1
REC-28426925,2022-10-16,6,9,3.4,96.98,2173.03
REC-90972685,2023-07-13,36,0,4.67,99.35,2673.66
REC-60717541,2019-09-04,98,23,4.33,90.68,3661.34
REC-12780443,2023-12-21,39,46,2.6,91.2,4228.7
REC-11818926,2022-11-22,91,49,4.8,98.31,5999.38
REC-27740771,2021-03-31,97,16,2.4,95.75,4269.33
REC-21220004,2019-10-30,42,32,5.6,94.12,8182.3
REC-29144226,2022-10-07,24,31,2.12,95.53,3985.83
REC-11261132,2021-09-12,68,39,1.83,93.99,3190.89
REC-82795691,2022-05-25,88,18,2.49,92.37,7764.32
REC-21403835,2020-03-16,58,43,1.42,97.08,7187.24
REC-28687147,2024-04-02,60,26,5.26,100.0,2631.84
REC-85544613,2022-12-18,51,19,3.39,98.43,2450.79
REC-31896876,2021-04-13,33,45,1.27,94.44,1256.15
REC-54527579,2024-02-16,18,39,1.62,94.79,5134.15
REC-30738427,2023-11-25,73,23,2.7,92.97,8697.52
REC-17499483,2024-05-11,67,46,3.89,98.24,8334.64
REC-45897422,2020-12-23,73,9,5.3,91.84,1584.48
REC-26518916,2022-01-28,60,14,4.82,93.16,5566.69
REC-15976158,2022-05-31,51,19,6.69,90.16,8996.42
REC-83100625,2023-02-26,28,13,6.66,93.31,7861.63
REC-23766187,2022-05-29,93,18,4.85,94.12,4909.14
REC-65738565,2020-08-10,17,8,6.07,96.99,5322.28
REC-10162459,2020-06-27,87,40,1.33,94.0,9144.52
REC-13221342,2024-02-13,59,9,2.35,92.98,4866.81
REC-67329147,2020-03-27,99,36,3.1,96.4,4231.53
REC-29780540,2020-01-16,95,9,2.19,90.2,5896.66
REC-97961547,2020-10-09,23,21,2.8,94.97,4562.88
REC-40317689,2021-03-10,63,43,1.34,94.64,4651.52
REC-25087236,2019-12-08,43,46,2.1,92.62,6286.36
REC-32757831,2021-05-21,85,11,2.22,93.48,1346.14
REC-40134894,2020-07-30,60,28,6.74,91.92,7747.42
REC-47824471,2023-10-18,31,35,5.98,98.25,1931.54
REC-20239462,2021-04-19,88,49,6.87,93.31,4961.92
REC-25884798,2020-07-04,43,6,3.22,93.3,6432.96
REC-21382241,2019-12-09,72,35,3.15,98.11,2289.93
REC-91135473,2024-07-11,25,49,6.56,97.49,5364.67
REC-33899852,2022-12-22,19,22,3.74,90.65,1419.98
REC-81199906,2023-11-02,75,6,2.55,98.62,7747.88
REC-90478491,2024-02-21,49,28,1.47,92.07,7171.22
REC-67075357,2021-11-05,45,17,5.38,96.7,8601.38
REC-99559917,2020-02-01,81,23,3.03,90.67,7804.98
REC-93853635,2022-10-14,54,10,2.23,94.13,9241.26
REC-56759534,2021-07-18,2,37,2.23,90.36,2203.99
REC-46385523,2020-04-09,40,21,1.15,99.68,3269.58
REC-98816127,2019-10-12,82,18,4.16,90.9,4034.63
REC-45621515,2021-06-11,51,38,6.39,99.83,902.51
REC-10292428,2023-11-06,88,9,3.83,99.83,586.83
REC-98027250,2020-05-07,7,49,1.67,96.55,2586.67
REC-52984033,2023-08-26,36,37,3.99,99.0,9904.77
REC-62425387,2020-03-08,79,43,6.8,91.56,6889.35
REC-74214057,2022-09-27,66,1,4.89,94.31,1227.13
REC-25188619,2024-05-31,68,15,6.85,90.55,7120.88
REC-47376435,2023-03-17,55,30,5.35,99.94,6014.33
REC-22139593,2022-10-22,10,35,1.71,99.78,6170.56
REC-27117558,2020-03-01,81,1,5.94,90.08,1308.57
REC-61676160,2021-12-05,74,12,4.31,91.81,5037.04
REC-52857838,2024-03-02,55,4,6.24,93.87,538.81
REC-66885777,2020-01-06,68,49,6.23,95.6,2838.64
REC-65558669,2020-04-07,95,40,1.83,95.58,554.77
REC-28551745,2022-04-03,48,38,6.76,91.3,1916.27
REC-61430248,2020-05-01,14,15,4.32,92.99,3561.88
REC-83731067,2021-07-03,29,0,3.1,93.92,8955.77
REC-82309430,2024-02-01,36,42,6.44,91.39,7673.78
REC-76115841,2020-06-29,59,12,4.45,98.18,2213.25
REC-81969231,2020-07-12,61,14,2.49,93.33,5952.02
REC-61623796,2021-08-19,22,33,3.29,95.55,1581.77
REC-87975659,2024-03-10,79,38,6.25,98.39,7895.88
REC-80725487,2022-12-12,98,23,5.9,91.13,2857.07
REC-21710526,2021-04-12,41,29,3.65,91.64,1532.11
REC-58547818,2021-04-24,51,39,3.27,93.63,7961.23
REC-37283734,2024-02-22,61,13,4.01,94.19,5373.76
REC-58640295,2021-10-13,29,12,5.59,92.43,9041.14
REC-27930505,2024-07-08,84,20,5.33,98.92,2984.52
REC-17996341,2021-03-10,71,32,3.15,91.83,6386.11
REC-58433612,2024-06-01,49,8,1.48,95.0,6986.07
REC-49553600,2024-06-01,17,46,4.19,98.59,9930.95
REC-29346175,2023-03-14,28,32,4.99,95.84,7365.72
REC-42547451,2020-07-25,90,44,3.36,95.97,5559.39
REC-40143583,2024-07-28,83,32,2.04,99.08,2034.8
REC-28495379,2022-09-18,71,29,3.61,92.78,4155.46
REC-29203413,2023-07-28,26,17,1.98,92.58,8892.77
REC-13536218,2023-04-20,16,31,6.94,91.78,8966.26
REC-59886613,2020-07-21,34,7,4.15,91.62,9873.87
REC-24228398,2021-02-01,28,14,5.34,97.54,1301.64
REC-73998578,2021-03-15,52,9,3.37,94.26,4573.19
REC-14051460,2024-05-06,98,24,5.07,96.97,1114.78
REC-59022249,2023-01-31,64,44,5.03,90.48,146.0
REC-20602300,2023-12-18,88,37,4.54,97.24,7401.18
REC-20343529,2022-07-16,86,4,1.28,93.59,5984.43
REC-86394469,2021-01-05,63,27,5.07,96.78,1631.87
REC-30094705,2024-03-17,80,11,6.91,91.41,6329.85
REC-73050755,2023-06-09,57,38,2.43,94.67,8478.39
REC-80793145,2022-08-31,83,41,2.03,93.64,2877.65
REC-73107095,2022-05-08,11,48,2.42,96.67,7210.39
REC-55276604,2024-05-07,18,1,6.93,93.36,4801.44
REC-96549919,2022-06-06,86,11,2.7,96.79,4780.37
REC-48489493,2022-10-30,12,19,4.4,94.29,9634.47
REC-30922844,2023-03-06,4,32,5.32,99.03,1669.62
REC-96228754,2023-05-01,85,6,5.84,90.55,8978.57
REC-91090807,2022-06-02,52,19,5.94,94.81,9583.16
REC-77551168,2021-09-18,45,41,5.21,94.81,3528.47
REC-11458621,2024-06-16,39,37,2.59,96.99,1086.65
REC-66857416,2024-04-23,10,29,3.78,92.87,6700.84
REC-84377548,2021-06-27,56,30,1.55,92.95,2990.82
REC-86781282,2022-11-10,80,31,2.85,92.07,7009.28
REC-51075182,2024-05-07,20,38,3.45,96.97,6637.54
REC-66864059,2021-10-30,41,18,3.9,93.37,1428.89
REC-46484083,2022-09-24,56,38,3.02,90.95,9159.22
REC-79994685,2023-07-08,48,40,1.88,97.99,2475.72
REC-26795114,2023-06-23,6,0,5.31,92.86,7678.04
REC-63741103,2023-01-17,97,15,5.55,99.16,4859.55
REC-39381121,2019-09-02,97,12,3.44,94.12,9221.75
REC-34654960,2019-12-18,64,37,6.28,96.2,7400.92
REC-72872428,2022-02-01,4,17,6.4,90.34,6717.35
REC-52035604,2019-10-22,29,13,5.84,96.93,4562.07
REC-61065827,2024-01-27,11,36,1.4,97.3,8097.9
REC-17337905,2020-10-25,13,36,1.76,98.32,6045.99
REC-96791517,2022-03-27,39,19,2.14,98.02,4631.39
REC-36136297,2019-09-22,76,2,3.8,98.84,478.82
REC-24549320,2022-03-23,94,45,5.23,99.52,9003.5
REC-20443290,2021-07-22,23,29,1.79,90.83,692.36
REC-90958813,2021-06-30,92,10,3.36,91.1,3041.68
REC-13764654,2022-05-07,4,36,4.71,97.09,6161.64
REC-47877173,2019-11-08,82,13,6.42,92.3,7927.3
REC-82688015,2022-01-06,61,9,2.13,95.83,9292.14
REC-18766990,2024-05-18,78,38,3.6,95.39,7214.42
REC-90142849,2024-01-07,63,28,1.1,98.11,7951.72
REC-51489399,2024-05-26,85,32,3.82,91.86,6978.26
REC-84046763,2024-07-10,49,29,4.66,93.87,6123.79
REC-95683115,2024-07-12,64,30,2.27,93.63,833.38
REC-42257238,2020-12-25,1,6,4.68,97.95,280.24
REC-21413788,2020-06-20,31,15,4.24,93.88,8007.7
REC-85663810,2019-12-28,48,25,3.02,96.29,6080.28
REC-16131148,2023-08-02,28,27,2.86,99.69,3423.79
REC-52222252,2022-09-10,58,12,2.3,92.4,3301.55
REC-51420243,2020-12-30,73,34,1.72,98.16,6853.52
REC-57868637,2020-11-05,27,20,5.49,96.59,3342.58
REC-63436961,2021-12-03,49,14,2.27,91.29,9722.77
REC-36156848,2022-10-16,93,2,4.72,94.52,4596.53
REC-62430988,2024-08-14,22,23,5.94,99.5,2871.19
REC-27383462,2021-10-17,92,16,6.24,97.9,6372.53
REC-54468774,2021-08-25,91,11,6.91,93.64,2420.8
REC-77589149,2021-11-06,8,24,3.6,99.41,3722.33
REC-77401071,2022-03-23,77,25,1.93,91.7,5386.57
REC-13178988,2020-06-13,11,4,6.9,96.35,3185.35
REC-74015552,2024-07-09,55,2,5.19,99.45,5433.97
REC-48939164,2023-01-26,11,47,4.42,95.2,193.65
REC-30339060,2024-07-05,81,40,2.95,94.39,2251.17
REC-20570029,2021-07-08,85,12,6.77,91.82,5311.4
REC-41080809,2020-04-28,35,38,3.2,93.02,9285.12
REC-97807942,2022-06-06,0,29,3.09,99.97,8624.33
REC-31615365,2023-10-10,43,32,6.21,94.85,1444.26
REC-79296719,2021-02-20,77,38,6.16,95.83,2514.78
REC-55823984,2023-10-28,49,31,6.45,97.54,8921.59
REC-27609040,2024-07-27,42,8,5.95,96.19,479.93
REC-49036097,2020-06-24,99,41,6.26,98.79,6913.33
REC-93680829,2022-03-23,10,44,1.7,96.34,8977.55
REC-15370440,2019-12-27,73,32,1.33,98.37,7327.59
REC-42092885,2024-07-27,24,38,2.62,97.46,4067.7
REC-91924787,2022-11-30,83,1,1.45,98.71,7313.03
REC-30454970,2020-05-02,4,18,6.19,96.59,5234.2
REC-23073617,2020-02-22,35,6,3.56,96.26,3508.99
REC-29142470,2022-07-06,50,6,2.55,96.47,2002.35
REC-83435357,2022-08-17,77,41,4.9,92.98,3282.27
REC-76962870,2023-05-13,23,25,6.49,91.44,3044.11
REC-71043277,2023-03-19,46,19,4.75,97.3,2752.76
REC-32779115,2020-09-10,68,46,6.14,90.63,6121.12
REC-31672470,2021-08-06,66,44,1.19,92.71,3394.15
REC-47596710,2019-10-07,27,43,1.45,92.47,2215.03
REC-57428314,2022-12-03,86,12,1.64,95.2,8082.99
REC-19547433,2020-02-17,55,12,3.42,95.99,2410.84
REC-71839630,2022-04-05,34,37,4.47,95.85,4558.34
REC-73520009,2024-02-17,9,8,2.93,93.55,8130.7
REC-69330327,2020-01-07,13,5,5.4,94.36,3986.12
REC-26638464,2022-05-21,2,17,5.49,91.08,1894.03
REC-15314034,2024-04-05,66,31,4.97,96.71,5218.96
REC-48470165,2024-06-22,29,20,4.89,91.61,2021.97
REC-64899510,2020-12-09,65,7,5.33,95.88,9507.1
REC-69166889,2022-06-13,99,18,5.25,90.2,7281.68
REC-78783800,2023-12-10,26,22,3.24,99.51,3985.37
REC-60154896,2021-07-18,36,21,1.95,92.9,3499.0
REC-65457991,2020-12-20,28,11,3.65,93.3,9488.29
REC-70410362,2020-02-05,99,47,3.18,96.61,8956.14
REC-15727818,2023-01-04,31,35,1.45,92.14,1480.51
REC-42858752,2023-06-17,5,9,6.74,93.43,5885.56
REC-30744991,2024-07-24,46,49,5.0,96.7,9036.76
REC-49011805,2023-12-18,34,15,2.61,91.69,845.28
REC-31234023,2020-06-07,63,42,3.81,97.31,4484.34
REC-19795032,2021-07-22,90,6,3.1,92.7,1584.73
REC-62106408,2023-05-05,58,20,3.01,97.27,1421.65
REC-99811868,2022-02-18,49,7,1.7,99.39,3880.31
REC-56833660,2023-01-09,3,15,4.59,91.79,4784.61
REC-72879488,2020-12-04,72,38,1.69,96.8,2787.45
REC-72391513,2020-10-16,34,5,3.87,97.34,7076.15
REC-21518907,2022-07-12,17,45,2.78,99.26,4426.68
REC-24542266,2020-05-15,40,0,4.74,98.26,770.31
REC-68131630,2023-09-19,53,30,2.57,98.63,5199.36
REC-63891165,2024-07-12,23,42,6.37,94.51,5762.45
REC-18653222,2020-02-02,35,31,2.7,92.01,8422.52
REC-55959309,2024-05-01,23,39,5.1,96.19,2550.7
REC-38539411,2023-01-24,38,4,5.58,96.23,5567.52
REC-25344634,2021-11-25,88,1,3.65,94.27,358.51
REC-71012513,2020-05-23,17,27,6.52,96.98,7271.53
REC-83159563,2023-01-22,91,9,3.48,98.33,9332.83
REC-73077976,2023-12-09,25,24,4.09,99.1,8118.0
REC-95928388,2023-05-13,80,29,5.05,98.11,9519.1
REC-52974720,2020-10-11,40,49,1.42,91.85,4583.17
REC-90675244,2020-10-25,53,25,2.5,92.65,3506.1
REC-18375220,2023-10-05,37,48,3.72,97.66,2733.26
REC-67728351,2024-06-04,77,36,6.78,96.87,6947.28
REC-38644859,2021-05-09,59,46,1.35,99.86,4227.08
REC-38386094,2023-10-26,25,12,4.3,92.14,3086.4
REC-66763408,2023-01-12,43,30,4.68,97.52,9147.53
REC-43832435,2024-07-12,13,36,2.7,99.84,8498.11
REC-21219432,2021-05-03,17,38,4.37,93.93,1547.01
REC-19295792,2024-06-10,52,29,6.86,99.39,3113.28
REC-64367371,2024-02-16,76,25,2.3,95.03,8742.11
REC-50042087,2021-10-06,54,20,6.4,91.22,7668.85
REC-66334114,2021-09-23,87,9,5.68,96.11,5746.7
REC-38736673,2020-04-11,4,16,3.7,92.18,2028.15
REC-34706569,2021-12-07,27,42,1.47,97.77,6022.25
REC-22407255,2023-04-30,18,42,3.54,95.87,5060.88
REC-55905032,2022-06-02,24,14,6.37,92.88,6257.6
REC-32083283,2024-07-26,86,27,2.67,95.31,5396.5
REC-56879065,2020-06-06,82,27,5.81,90.28,2143.14
REC-74642647,2020-08-16,41,37,2.18,98.75,5142.0
REC-81874437,2023-03-09,22,5,5.4,94.25,9979.57
REC-68624154,2023-04-09,59,46,1.36,90.11,3490.07
REC-86546634,2022-10-10,29,15,3.28,93.53,7183.36
REC-11332984,2022-08-19,45,9,6.88,97.76,3598.79
REC-20443308,2021-04-15,90,21,5.28,95.98,5285.43
REC-53450650,2022-05-25,54,26,2.64,95.29,4492.12
REC-11904117,2022-08-07,13,44,6.24,97.38,9078.48
REC-71560177,2019-11-16,48,32,1.79,97.16,7817.91
REC-77034462,2022-04-06,24,29,2.35,94.53,1443.77
REC-25248056,2021-02-08,82,47,6.55,93.84,5509.33
REC-45272780,2022-08-23,40,46,6.32,99.16,8231.85
REC-10493503,2023-06-06,68,27,1.44,92.9,7814.23
REC-26873477,2020-11-28,8,47,4.78,92.96,623.27
REC-95753906,2023-06-01,86,25,5.63,90.4,644.35
REC-14897064,2020-01-19,39,6,5.87,90.69,3512.82
REC-35186888,2021-08-27,96,45,1.67,93.21,472.07
REC-83294452,2021-05-14,10,13,1.78,95.85,3090.04
REC-90657252,2022-11-06,64,40,4.19,91.29,6994.63
REC-39009455,2020-12-29,65,38,5.59,92.08,3322.56
REC-38153923,2020-05-25,85,37,6.54,94.03,1810.89
REC-87421674,2020-08-16,88,22,3.66,94.72,5505.3
REC-59694974,2020-02-18,87,43,1.02,96.2,6748.93
REC-12173155,2021-09-26,31,42,5.5,99.05,3892.63
REC-51200201,2020-12-03,98,32,4.8,97.72,8349.75
REC-26743037,2022-02-11,5,45,5.09,90.11,6538.04
REC-97095450,2019-10-14,85,30,6.62,97.75,3323.02
REC-65573350,2022-08-03,74,14,1.12,97.31,2508.64
REC-57208264,2020-08-12,86,41,1.42,91.2,5723.42
REC-82808690,2022-04-06,30,22,3.9,97.3,2272.27
REC-80218664,2023-07-01,85,26,3.08,97.28,997.44
REC-25217605,2023-09-04,44,37,6.62,93.72,7977.83
REC-71582256,2019-11-11,80,43,6.36,94.4,4149.33
REC-60079518,2022-06-29,31,33,2.98,96.1,637.23
REC-84189328,2021-06-12,96,15,2.28,95.49,2205.22
REC-82848400,2024-03-30,8,29,1.41,98.72,9681.48
REC-61212562,2021-06-21,92,6,4.31,92.78,826.02
REC-98530765,2021-05-27,26,48,6.69,97.59,641.47
REC-95108432,2024-04-25,82,42,4.32,93.24,9047.41
REC-93265522,2024-02-13,71,8,2.28,95.67,4930.07
REC-21760181,2021-11-13,51,28,5.19,96.05,8694.37
REC-22031000,2024-05-03,2,38,5.67,97.95,1132.69
REC-92713066,2023-10-11,96,42,4.64,91.57,1496.86
REC-23915063,2020-11-14,9,37,2.36,95.12,6557.86
REC-93728466,2019-10-29,65,34,6.84,96.42,2023.15
REC-23381785,2022-11-15,29,6,4.02,93.79,1875.78
