record_id,date,employee_id,employee_productivity,labor_costs,hours_worked
REC-13861862,2023-11-02,EMP-5754,88.17,50520.33,32.41
REC-45138129,2022-09-22,EMP-4858,109.35,28679.94,34.9
REC-92903638,2021-04-09,EMP-8388,101.62,61195.88,44.73
REC-43328672,2021-01-26,EMP-7056,112.33,53021.66,32.33
REC-88235926,2023-02-06,EMP-8506,107.81,114638.46,48.52
REC-21507650,2019-10-31,EMP-1169,65.61,93576.78,50.63
REC-72932224,2021-08-11,EMP-3182,95.11,108812.12,57.22
REC-53385340,2021-07-29,EMP-7513,89.72,76997.37,24.55
REC-38483372,2020-10-13,EMP-7283,116.64,88761.9,25.84
REC-66813149,2021-06-19,EMP-5198,94.43,50049.32,34.83
REC-19805359,2019-11-09,EMP-2561,107.64,118159.47,57.63
REC-84759271,2023-12-17,EMP-1962,107.15,63484.14,45.08
REC-16994436,2021-02-08,EMP-6453,65.28,44372.37,31.11
REC-41519884,2020-09-18,EMP-8715,104.59,113388.63,25.59
REC-57553566,2022-10-14,EMP-1745,111.56,76043.77,37.67
REC-10719539,2019-12-27,EMP-5155,60.64,104015.28,52.13
REC-77718480,2022-11-10,EMP-7241,88.6,62703.38,38.22
REC-50601849,2021-11-04,EMP-7466,108.46,48966.36,56.05
REC-59781518,2024-03-20,EMP-3166,89.29,41641.13,40.38
REC-85102924,2020-01-30,EMP-1673,96.72,112621.69,55.64
REC-87911634,2020-01-29,EMP-3938,63.03,34388.09,32.32
REC-44935754,2020-08-02,EMP-3783,112.05,49772.03,41.86
REC-77611740,2019-11-02,EMP-9074,83.16,101014.63,38.1
REC-55523530,2020-01-29,EMP-8669,117.4,37912.3,48.75
REC-27705940,2020-08-26,EMP-2468,65.45,75192.41,53.62
REC-52589618,2023-03-19,EMP-9690,99.52,38442.07,28.71
REC-68106835,2023-06-13,EMP-3323,111.65,115960.26,46.82
REC-44951103,2022-11-26,EMP-2914,88.81,43141.1,30.88
REC-52046335,2020-09-19,EMP-1723,100.27,103589.31,49.35
REC-27162621,2024-04-28,EMP-9179,73.1,21243.97,26.38
REC-47715268,2021-10-26,EMP-6907,106.21,59038.78,41.45
REC-67725168,2023-09-14,EMP-5635,107.18,70980.51,21.29
REC-45328305,2020-12-20,EMP-5321,113.71,62278.51,26.86
REC-79386899,2021-06-01,EMP-6128,91.9,96964.57,51.32
REC-68488779,2019-09-30,EMP-3703,76.41,99003.99,46.99
REC-52351453,2022-03-25,EMP-9049,100.12,119185.44,34.08
REC-30302410,2023-04-01,EMP-8208,94.88,77721.19,27.53
REC-17143361,2020-07-11,EMP-4095,94.05,50002.47,38.12
REC-29947547,2024-02-04,EMP-1894,77.44,51055.49,58.7
REC-40851360,2021-12-18,EMP-4000,65.9,96468.35,43.06
REC-14813349,2020-11-01,EMP-8704,84.68,99713.14,26.12
REC-44926669,2023-03-26,EMP-3679,101.31,62484.55,30.73
REC-72697508,2020-07-23,EMP-8150,67.73,46175.78,47.57
REC-25572483,2024-01-08,EMP-9108,95.31,29342.01,56.53
REC-15474970,2020-09-01,EMP-8233,105.32,102632.32,35.56
REC-57851319,2022-01-27,EMP-8949,68.66,29186.93,22.87
REC-71439467,2020-08-21,EMP-9077,102.27,109587.8,50.57
REC-25098270,2020-07-28,EMP-3425,60.55,79216.3,34.15
REC-26596590,2023-11-26,EMP-6727,108.39,25087.16,33.62
REC-22559810,2021-05-11,EMP-4337,115.16,28502.63,24.67
REC-48133464,2021-05-14,EMP-3959,81.3,45870.34,45.39
REC-32588172,2021-11-27,EMP-9335,116.03,71429.61,32.97
REC-46613462,2024-02-13,EMP-4479,75.56,101178.2,22.23
REC-88322404,2021-05-20,EMP-1067,113.08,33269.42,33.66
REC-80600592,2022-09-18,EMP-3958,64.85,90428.7,24.28
REC-65890810,2023-02-26,EMP-2258,74.79,52085.45,37.29
REC-43038691,2022-03-07,EMP-9161,81.73,55045.66,45.2
REC-22657432,2021-01-12,EMP-6384,85.09,114081.18,33.66
REC-13484583,2020-01-02,EMP-5657,75.15,36216.52,28.39
REC-26373347,2024-05-01,EMP-7458,119.98,65917.86,43.57
REC-60138147,2023-11-22,EMP-2737,89.27,44226.11,48.39
REC-53424580,2021-06-08,EMP-3519,101.29,111299.79,43.05
REC-13875470,2023-10-04,EMP-2328,95.98,61039.87,50.34
REC-71771451,2022-06-25,EMP-8861,104.2,38629.25,24.86
REC-70942299,2021-08-30,EMP-5412,111.29,101105.23,23.29
REC-89752745,2019-09-10,EMP-1095,91.98,22990.24,33.35
REC-54214932,2019-10-11,EMP-1718,115.6,32838.36,57.88
REC-98070016,2020-06-04,EMP-8423,118.82,83430.48,58.63
REC-53609415,2020-08-10,EMP-3118,95.44,69315.65,53.4
REC-38369179,2024-07-20,EMP-1797,98.13,103398.9,27.5
REC-96388439,2023-11-15,EMP-5635,117.07,92305.51,39.92
REC-53375256,2020-12-08,EMP-1909,68.0,112281.42,21.35
REC-19492426,2020-06-07,EMP-9964,118.79,44384.2,45.41
REC-90838200,2024-01-08,EMP-7248,78.68,98307.13,37.48
REC-22421986,2020-04-22,EMP-7534,112.53,92882.81,41.09
REC-44247519,2020-07-12,EMP-3916,115.94,43965.83,42.9
REC-42223009,2021-11-05,EMP-7535,106.83,71522.6,37.37
REC-21970652,2021-08-20,EMP-1336,65.76,48869.07,43.65
REC-37947183,2023-07-22,EMP-3669,112.54,71554.06,59.57
REC-62143976,2022-03-09,EMP-7592,90.6,86921.72,49.46
REC-48243447,2021-11-30,EMP-3525,78.49,116011.84,57.74
REC-26186924,2023-08-14,EMP-5891,112.31,107770.14,54.11
REC-75880113,2020-02-04,EMP-8083,110.25,111297.93,43.04
REC-51621092,2020-07-08,EMP-3151,97.42,43905.49,27.93
REC-58190104,2021-02-25,EMP-2574,85.07,92902.14,41.79
REC-59319220,2020-01-02,EMP-9399,115.64,101200.16,57.23
REC-36826266,2022-02-20,EMP-9021,105.87,80107.25,47.94
REC-69786268,2022-09-25,EMP-7358,78.87,112775.15,59.87
REC-73946652,2022-04-30,EMP-5398,81.76,45069.9,54.15
REC-85572241,2023-04-17,EMP-7931,102.88,99203.14,48.6
REC-22109438,2020-08-27,EMP-7922,85.66,115729.54,28.59
REC-59423803,2020-06-23,EMP-4053,61.28,36876.65,35.36
REC-68264710,2020-01-22,EMP-7979,84.23,52126.76,32.2
REC-22475197,2019-10-02,EMP-1662,80.0,51778.29,47.35
REC-78899524,2020-11-04,EMP-6599,85.37,48604.76,51.76
REC-72213255,2021-02-12,EMP-4673,112.82,50548.01,21.23
REC-96920825,2022-06-19,EMP-3540,99.35,30951.52,31.13
REC-76481027,2022-09-16,EMP-9638,79.82,75332.72,52.56
REC-94498056,2023-05-23,EMP-9596,72.22,114396.84,58.66
REC-21270276,2021-12-13,EMP-5762,119.08,85877.8,53.01
REC-72843313,2020-06-16,EMP-8165,83.54,116956.81,22.18
REC-20627779,2022-11-02,EMP-8825,64.72,62371.6,53.06
REC-50318100,2022-08-01,EMP-3434,70.66,40833.37,37.17
REC-27151649,2021-03-23,EMP-5921,113.75,62904.62,44.05
REC-43373708,2020-08-20,EMP-9570,95.44,85814.29,55.91
REC-67409191,2023-01-29,EMP-5841,89.97,25081.08,57.94
REC-86307568,2023-01-27,EMP-1781,89.57,104053.25,52.1
REC-83953207,2023-07-21,EMP-2253,103.65,25950.3,50.26
REC-16052535,2021-12-24,EMP-9411,115.11,97892.59,46.24
REC-24446145,2022-12-13,EMP-9366,75.75,62524.9,56.58
REC-67030927,2023-09-26,EMP-7766,76.84,37140.86,30.32
REC-22681476,2023-04-04,EMP-8612,77.83,117026.17,53.31
REC-98698490,2021-02-01,EMP-5151,72.95,55634.07,29.89
REC-57708716,2020-08-18,EMP-5175,91.63,44991.99,57.27
REC-88593591,2020-10-17,EMP-2339,105.44,64966.72,29.62
REC-77571186,2020-03-02,EMP-1266,105.64,37818.52,39.81
REC-25292162,2021-01-09,EMP-8583,91.76,59903.85,25.0
REC-34099087,2020-07-20,EMP-3985,62.23,33806.14,28.68
REC-62741841,2023-03-17,EMP-1741,74.67,54182.13,53.57
REC-21179070,2023-10-10,EMP-7819,69.43,25867.17,21.09
REC-49949573,2024-07-04,EMP-6143,99.67,32775.01,39.12
REC-88813775,2023-05-25,EMP-8454,116.41,64820.02,28.37
REC-99960756,2021-03-18,EMP-8371,103.17,104819.06,48.7
REC-93726413,2022-11-24,EMP-5342,75.61,96756.87,37.52
REC-55813124,2022-09-20,EMP-4066,117.57,44079.15,38.48
REC-38329117,2019-11-30,EMP-4032,69.12,80727.32,28.92
REC-20498581,2020-10-11,EMP-5248,81.32,21476.07,57.48
REC-24271459,2023-10-11,EMP-8107,64.54,100793.71,43.9
REC-81722733,2023-10-27,EMP-1293,112.34,93256.18,25.97
REC-10784780,2020-08-17,EMP-7470,81.58,42500.9,33.36
REC-25660291,2023-03-02,EMP-1217,117.22,32972.54,47.45
REC-33049928,2023-06-02,EMP-8817,70.87,79436.55,45.14
REC-71762034,2020-01-22,EMP-7637,108.68,98082.26,54.41
REC-98277293,2020-03-16,EMP-8974,110.27,66554.75,29.02
REC-50641125,2021-11-22,EMP-6910,83.32,37969.29,57.3
REC-63015631,2022-05-05,EMP-5958,93.75,66679.08,53.53
REC-21762188,2019-10-10,EMP-3049,69.88,118260.86,50.79
REC-28134687,2024-02-18,EMP-1227,103.27,65160.7,55.93
REC-35609022,2024-07-28,EMP-2833,67.85,96317.13,36.76
REC-12132081,2024-06-22,EMP-4083,91.58,22489.7,52.74
REC-13599088,2021-07-28,EMP-4428,77.21,69127.08,27.01
REC-74574456,2022-07-19,EMP-3378,85.39,45963.81,42.77
REC-97206603,2024-01-31,EMP-4961,89.31,20647.57,40.97
REC-68490538,2024-02-13,EMP-9824,85.67,86270.13,41.87
REC-35624104,2020-06-23,EMP-2410,118.08,78395.86,30.47
REC-50388512,2023-05-08,EMP-8592,101.7,86385.2,36.88
REC-29886456,2021-10-13,EMP-8765,111.68,43706.01,21.18
REC-66623671,2023-10-08,EMP-1357,84.36,58323.86,56.16
REC-25630838,2022-08-11,EMP-3721,98.39,53219.99,55.2
REC-30457766,2022-12-10,EMP-8295,76.04,37613.23,53.45
REC-75101884,2020-12-06,EMP-8724,96.84,76238.97,50.03
REC-12634395,2024-06-01,EMP-8364,89.94,115792.42,43.57
REC-88547740,2020-02-18,EMP-4975,89.46,98285.55,23.89
REC-37023185,2019-10-08,EMP-5830,109.0,45827.39,45.02
REC-86427662,2021-01-01,EMP-7418,73.39,109681.77,20.13
REC-16834659,2023-12-20,EMP-6469,95.14,117764.54,58.97
REC-11056868,2023-08-30,EMP-2682,78.16,102980.9,28.17
REC-94612181,2023-11-20,EMP-8074,118.06,92846.36,47.75
REC-65792417,2021-01-27,EMP-9121,66.01,94020.21,44.39
REC-87666600,2020-04-21,EMP-5764,113.11,49730.69,52.79
REC-14968366,2023-11-07,EMP-8987,106.69,109812.69,26.69
REC-63644191,2022-05-25,EMP-8964,106.11,92222.16,24.08
REC-78901438,2021-09-19,EMP-8993,86.62,67061.36,45.72
REC-41125867,2022-06-26,EMP-1994,81.22,89924.35,30.26
REC-80908408,2022-01-13,EMP-1311,76.72,41522.35,36.85
REC-66640491,2020-02-05,EMP-6174,68.37,28077.13,50.56
REC-84256721,2023-12-24,EMP-2040,61.47,51597.48,36.15
REC-45950066,2021-07-24,EMP-7834,75.24,79771.86,23.26
REC-73530347,2024-05-08,EMP-2915,100.44,102003.15,30.96
REC-76409428,2022-11-21,EMP-6681,114.08,52836.93,22.69
REC-70173215,2023-02-05,EMP-8147,77.9,20420.65,43.28
REC-12792658,2021-09-01,EMP-3643,98.41,80812.67,29.84
REC-48656152,2020-05-03,EMP-4149,82.47,101535.21,27.28
REC-72980385,2023-07-29,EMP-6633,102.99,102825.74,52.5
REC-68802221,2023-06-13,EMP-4802,66.92,77462.29,29.14
REC-78133743,2024-07-17,EMP-4599,66.3,32700.43,36.2
REC-88874216,2023-06-25,EMP-6556,107.24,46128.75,50.75
REC-90812511,2020-06-01,EMP-8675,78.55,74377.71,25.33
REC-27603804,2023-11-28,EMP-5806,95.73,119373.53,59.49
REC-62394739,2023-06-21,EMP-7829,67.79,51618.27,22.29
REC-97577092,2022-05-10,EMP-6902,94.38,80820.12,33.37
REC-73394367,2020-09-04,EMP-3654,70.33,54990.6,47.47
REC-93462271,2023-11-25,EMP-4394,81.13,81172.93,21.95
REC-47910765,2019-10-27,EMP-2412,79.67,85956.03,50.73
REC-99530801,2020-07-16,EMP-8911,74.97,98746.13,39.17
REC-27327046,2023-02-06,EMP-3839,106.87,38187.74,32.89
REC-36774319,2023-03-06,EMP-3561,63.21,105036.05,49.18
REC-91302255,2019-12-22,EMP-9063,113.83,86518.22,37.91
REC-23543068,2024-05-28,EMP-7815,82.17,83074.75,23.6
REC-76266658,2024-05-03,EMP-5975,113.48,34381.52,51.63
REC-41503438,2019-09-02,EMP-4431,92.1,48226.2,23.98
REC-84736526,2020-06-10,EMP-1770,60.78,115927.36,24.35
REC-12433447,2022-04-05,EMP-6878,110.69,102222.59,50.76
REC-45005058,2023-12-29,EMP-6849,61.36,78769.87,25.69
REC-31287665,2024-06-14,EMP-3862,91.62,96467.99,37.95
REC-77575794,2021-06-05,EMP-1523,70.77,86138.27,35.29
REC-18545050,2023-07-20,EMP-6533,105.05,110511.07,45.81
REC-67796900,2022-07-26,EMP-2867,87.47,82403.33,58.32
REC-92887892,2022-10-04,EMP-4714,99.33,106640.35,47.14
REC-26198473,2020-02-17,EMP-4671,94.58,72963.44,55.45
REC-75278845,2021-07-25,EMP-5224,79.39,37842.74,20.28
REC-55677542,2023-07-14,EMP-6820,112.42,114757.88,29.51
REC-16264794,2022-06-29,EMP-5382,105.77,110187.49,35.29
REC-30290817,2024-06-07,EMP-9444,101.9,23741.67,52.47
REC-91106361,2023-09-10,EMP-2706,71.44,74771.65,43.21
REC-16767531,2022-10-04,EMP-8173,85.65,79577.7,41.02
REC-71355706,2023-07-08,EMP-2817,68.93,95694.13,30.66
REC-24212564,2020-08-21,EMP-2669,104.44,53346.31,25.98
REC-85493830,2020-06-30,EMP-1687,82.17,82785.39,39.58
REC-78089422,2021-07-21,EMP-2727,107.79,107076.61,40.04
REC-32420574,2019-09-08,EMP-2934,80.9,92858.27,22.72
REC-37566472,2022-07-28,EMP-6925,97.04,84970.91,26.26
REC-31076551,2022-09-09,EMP-5786,68.73,43289.54,49.1
REC-69259530,2022-02-25,EMP-9288,96.15,44874.71,48.81
REC-76892907,2024-04-29,EMP-2626,90.27,29067.33,56.35
REC-30709222,2024-02-09,EMP-6959,84.86,29853.18,36.58
REC-54910261,2022-11-06,EMP-3257,111.06,26748.32,33.73
REC-26506561,2020-07-28,EMP-4307,63.32,100075.69,22.54
REC-68936139,2020-01-22,EMP-7811,116.63,59511.86,29.56
REC-10884169,2021-01-24,EMP-5019,103.94,73045.95,58.8
REC-73574016,2023-11-09,EMP-6592,93.09,28246.86,35.45
REC-48488047,2020-11-11,EMP-9274,84.53,109663.46,39.89
REC-32986369,2023-02-24,EMP-2396,82.67,93128.11,26.94
REC-45704013,2020-07-30,EMP-7101,68.85,118162.18,32.8
REC-65701512,2021-10-31,EMP-6908,64.24,88563.99,59.25
REC-94482060,2021-05-02,EMP-5021,119.56,81916.96,31.81
REC-30348912,2021-04-06,EMP-9677,60.84,103190.47,20.83
REC-66602596,2020-09-11,EMP-4738,75.1,88536.8,32.1
REC-28521285,2023-01-04,EMP-8025,63.49,26989.62,39.88
REC-65486872,2021-07-02,EMP-7706,115.39,46199.85,59.76
REC-71572793,2023-07-22,EMP-9456,70.11,57003.73,48.57
REC-58556533,2021-04-16,EMP-1487,97.7,24580.53,27.65
REC-69401906,2022-07-17,EMP-3385,96.43,62959.14,35.84
REC-11335293,2020-08-01,EMP-9476,119.05,26595.68,46.15
REC-19339029,2023-03-12,EMP-2389,106.34,90996.21,56.14
REC-55406344,2020-01-24,EMP-6157,110.98,37812.14,40.33
REC-63908666,2020-09-18,EMP-3692,102.41,80613.88,40.05
REC-68260195,2023-07-02,EMP-2007,60.38,43661.27,57.55
REC-62783304,2023-07-24,EMP-1607,77.64,52885.73,52.24
REC-98607345,2023-12-16,EMP-3473,63.78,25390.79,23.42
REC-87115770,2020-10-24,EMP-1947,94.34,67365.02,38.29
REC-94772931,2023-11-29,EMP-9516,107.02,72456.94,34.27
REC-49691460,2019-09-15,EMP-7869,97.54,98414.66,34.63
REC-63955904,2024-03-06,EMP-5986,112.25,60398.96,40.59
REC-52103461,2020-01-30,EMP-6638,63.71,67580.33,55.27
REC-11060619,2024-05-16,EMP-5583,105.68,52988.92,35.18
REC-80839007,2023-05-08,EMP-3406,65.27,68764.56,26.44
REC-64215650,2024-08-23,EMP-8310,75.13,58123.74,47.48
REC-96420023,2023-10-11,EMP-4360,113.95,46165.31,29.66
REC-83071525,2023-12-29,EMP-8244,78.76,36192.68,59.38
REC-56338752,2021-03-05,EMP-7627,116.43,29509.69,44.61
REC-36480587,2024-08-03,EMP-5940,112.28,24577.47,48.27
REC-21311994,2021-02-22,EMP-1605,89.55,66301.53,57.33
REC-82133102,2020-10-04,EMP-6480,80.14,85701.7,49.51
REC-62344046,2020-07-19,EMP-3064,60.53,23024.97,49.85
REC-79856260,2022-12-18,EMP-9860,68.63,43621.05,47.35
REC-48108152,2022-05-28,EMP-4501,89.67,35881.3,21.56
REC-22458031,2023-12-16,EMP-9383,93.71,87529.93,47.22
REC-84059443,2022-12-10,EMP-6115,115.35,67334.0,41.27
REC-79972515,2023-03-25,EMP-6582,117.5,116195.2,33.12
REC-95320264,2021-10-12,EMP-3621,70.15,96055.02,34.56
REC-13143613,2021-12-30,EMP-1456,106.6,110448.45,24.86
REC-82468532,2023-01-20,EMP-5238,110.85,112101.41,56.02
REC-42392076,2022-08-02,EMP-5979,92.03,25791.01,59.84
REC-66739991,2022-03-03,EMP-9278,116.06,70766.19,30.31
REC-24823261,2023-07-09,EMP-1982,78.94,84492.39,54.94
REC-60060376,2020-10-20,EMP-5255,113.22,55398.86,35.99
REC-94153110,2020-11-04,EMP-9314,85.04,91769.18,40.3
REC-57576607,2023-03-07,EMP-3028,72.63,90493.57,32.57
REC-16406597,2024-01-10,EMP-3043,83.85,119375.9,34.64
REC-70228445,2022-03-18,EMP-5881,117.48,55884.49,25.51
REC-86830962,2024-04-29,EMP-1085,96.32,52499.51,33.91
REC-70820382,2022-05-04,EMP-6553,80.32,33741.78,28.78
REC-41688446,2024-05-17,EMP-9737,90.92,65128.94,38.3
REC-89933222,2021-07-08,EMP-4831,72.12,99493.44,28.15
REC-57021454,2021-05-18,EMP-5902,84.03,97255.71,47.75
REC-48189707,2021-06-14,EMP-3293,77.03,32262.8,21.83
REC-60689435,2022-02-20,EMP-9514,93.6,84979.28,54.04
REC-43236783,2022-08-09,EMP-2724,105.22,105493.24,33.37
REC-54002874,2020-10-18,EMP-9461,83.24,53091.9,59.8
REC-88164250,2021-03-07,EMP-4154,82.79,113233.24,39.05
REC-58488507,2023-12-15,EMP-8443,64.33,101667.84,27.83
REC-23151704,2024-04-13,EMP-3401,83.67,50757.41,59.42
REC-67135430,2022-05-30,EMP-7751,81.37,95921.33,43.43
REC-20998762,2020-08-25,EMP-2511,119.17,71141.7,40.66
REC-18347493,2022-08-31,EMP-7961,115.95,94779.96,42.37
REC-27456803,2024-06-13,EMP-8802,85.8,105709.35,39.6
REC-38827874,2023-10-03,EMP-8309,67.36,41917.96,37.2
REC-20478739,2024-08-16,EMP-7050,93.59,102883.66,39.37
REC-80632831,2024-07-09,EMP-7598,86.54,95026.09,50.33
REC-88952163,2023-03-22,EMP-9502,60.97,114926.09,41.69
REC-62986806,2024-03-17,EMP-5320,77.67,114760.54,31.3
REC-88423925,2022-02-06,EMP-9172,113.29,115735.29,47.22
REC-95424369,2023-04-06,EMP-7937,84.6,87618.14,31.91
REC-69066531,2019-10-11,EMP-9020,93.79,75777.99,31.11
REC-65958370,2024-02-12,EMP-3668,103.94,113428.57,52.35
REC-29373816,2020-07-28,EMP-9286,95.23,39617.58,49.64
REC-27062291,2019-11-19,EMP-8942,101.29,60668.53,55.57
REC-71433172,2022-11-28,EMP-3119,79.59,43421.94,30.96
REC-78878589,2020-11-26,EMP-9669,64.06,35225.06,47.66
REC-25845497,2020-02-13,EMP-4483,73.63,71886.33,40.31
REC-71127098,2020-02-24,EMP-8755,102.37,20453.86,20.08
REC-14376489,2021-05-15,EMP-3569,115.39,107358.61,54.56
REC-85031292,2021-12-09,EMP-7051,62.36,96128.63,45.05
REC-25940510,2021-01-14,EMP-7694,75.9,51075.4,33.26
REC-24809069,2022-02-08,EMP-2980,71.55,26176.93,50.11
REC-59604988,2021-10-19,EMP-5744,101.9,78689.1,42.24
REC-15406577,2020-11-29,EMP-9565,62.0,101726.66,47.56
REC-30576183,2020-03-12,EMP-2929,82.69,22936.12,47.3
REC-59857504,2022-03-06,EMP-5995,86.6,69329.86,46.06
REC-60259138,2021-05-27,EMP-5968,68.98,48982.04,45.31
REC-49457501,2024-04-09,EMP-8961,77.11,20965.22,32.84
REC-13755114,2019-12-11,EMP-3340,76.09,71744.91,39.42
REC-29077681,2022-09-20,EMP-7910,103.93,81832.23,36.73
REC-16529832,2023-07-09,EMP-5999,75.25,34208.35,57.73
REC-48048350,2020-07-16,EMP-4532,103.35,119731.91,44.04
REC-34572196,2024-06-12,EMP-9008,65.57,65122.05,37.4
REC-10279945,2021-07-29,EMP-3004,95.23,104721.67,36.84
REC-83489212,2024-06-10,EMP-6712,91.72,55112.64,51.62
REC-19068358,2022-12-23,EMP-1732,63.27,67141.03,30.49
REC-66045988,2021-09-09,EMP-8883,73.35,83366.23,33.85
REC-86914689,2024-01-06,EMP-6074,76.07,117921.95,32.16
REC-85935555,2022-02-11,EMP-8411,105.21,105754.59,43.61
REC-55341868,2020-01-25,EMP-7181,111.9,53564.47,29.47
REC-73783961,2022-11-30,EMP-3175,103.44,71157.11,36.76
REC-28592146,2022-12-19,EMP-9270,66.38,110022.37,20.96
REC-95424250,2023-03-19,EMP-8551,69.57,67123.33,31.9
REC-70388500,2022-04-30,EMP-8357,75.15,37637.97,54.07
REC-29996104,2024-05-13,EMP-6328,84.99,98920.3,58.08
REC-21987653,2020-02-16,EMP-7711,104.45,65339.15,23.19
REC-61973818,2019-10-12,EMP-4814,84.87,109516.05,53.27
REC-63069304,2021-10-21,EMP-6554,62.49,52472.46,54.02
REC-82611046,2021-05-24,EMP-1750,88.44,34758.0,53.12
REC-99985448,2023-06-09,EMP-8259,63.89,72382.53,56.35
REC-47228655,2021-08-02,EMP-2450,100.36,94213.57,40.9
REC-32228439,2022-10-18,EMP-1406,84.08,80680.31,23.87
REC-86771841,2024-04-26,EMP-6060,84.88,34133.05,46.09
REC-85302098,2021-05-04,EMP-3028,89.72,93991.42,39.06
REC-96424699,2021-04-25,EMP-2395,117.31,106178.88,21.21
REC-35827078,2022-03-03,EMP-9877,101.54,85575.85,30.34
REC-87424245,2023-06-27,EMP-1866,111.46,78889.98,47.98
REC-86536905,2021-03-06,EMP-9548,86.7,106818.77,39.04
REC-35420283,2020-04-20,EMP-8796,72.94,48022.9,23.34
REC-77463037,2021-04-04,EMP-1305,109.03,40248.97,21.53
REC-26144134,2021-02-22,EMP-9713,60.44,62867.28,47.91
REC-34124750,2024-01-15,EMP-1310,106.69,50662.44,34.66
REC-46904845,2020-09-06,EMP-4371,84.4,87225.97,59.88
REC-42921822,2022-11-16,EMP-8278,73.77,110561.52,44.07
REC-21361254,2020-01-06,EMP-9741,104.21,29075.92,41.25
REC-91450675,2023-04-25,EMP-6249,85.7,73126.72,26.3
REC-63928396,2022-01-16,EMP-1737,60.22,62489.09,27.53
REC-75964394,2024-05-27,EMP-1381,75.88,27832.91,39.35
REC-55628196,2021-11-30,EMP-8160,106.97,119053.99,58.17
REC-34227374,2020-10-10,EMP-7798,116.59,57464.72,35.16
REC-13228867,2021-01-13,EMP-9649,112.0,21719.08,29.58
REC-52598349,2024-08-20,EMP-7258,116.54,108645.32,59.28
REC-44517819,2021-11-02,EMP-2491,98.71,104035.65,40.22
REC-25387340,2019-09-19,EMP-2627,79.43,61679.73,47.37
REC-82716383,2022-06-25,EMP-3755,63.64,88317.13,35.38
REC-48299260,2023-08-20,EMP-3359,86.58,34936.07,52.42
REC-34517408,2020-12-25,EMP-5187,113.9,76687.74,26.31
REC-22029742,2020-01-04,EMP-3526,93.18,67438.36,33.4
REC-51177222,2020-12-22,EMP-7672,76.55,96418.38,46.41
REC-32708438,2022-05-31,EMP-1965,119.61,22245.21,33.27
REC-92473495,2020-02-07,EMP-6329,106.51,96074.33,36.56
REC-34354859,2022-03-25,EMP-1445,113.22,54155.91,43.54
REC-17851976,2023-11-04,EMP-5882,78.21,97721.99,50.73
REC-62336822,2024-07-16,EMP-2617,106.91,63503.75,50.2
REC-52955238,2024-05-07,EMP-3334,66.94,81083.76,42.54
REC-65408139,2022-09-18,EMP-6311,89.34,33508.75,43.48
REC-44619354,2020-04-15,EMP-7152,75.82,33105.09,55.84
REC-26235817,2022-05-16,EMP-1849,84.36,86489.62,33.02
REC-37187070,2024-02-20,EMP-4925,85.26,34643.64,51.23
REC-90128603,2021-07-16,EMP-4874,88.65,90645.77,22.71
REC-76166580,2021-03-26,EMP-9333,103.09,48788.53,41.79
REC-77702274,2024-02-05,EMP-7308,80.28,78955.95,55.99
REC-25445960,2020-03-31,EMP-5412,104.72,84544.22,59.7
REC-18137886,2023-12-19,EMP-6215,118.05,49093.63,54.59
REC-72387558,2021-01-09,EMP-7669,97.1,93973.21,20.52
REC-18785652,2023-03-17,EMP-8932,103.65,108448.87,38.38
REC-13879756,2024-04-15,EMP-7676,118.75,55482.32,31.78
REC-95032473,2024-03-27,EMP-4829,102.22,50785.12,58.3
REC-12499514,2023-02-06,EMP-5409,68.28,119742.84,46.3
REC-84366722,2020-06-13,EMP-2663,96.58,24453.12,35.52
REC-43059986,2022-08-22,EMP-3057,88.06,31509.63,33.41
REC-50884443,2021-07-20,EMP-7664,63.93,30279.28,35.69
REC-69858725,2021-06-25,EMP-2374,84.54,31991.8,22.6
REC-95335496,2022-06-29,EMP-9199,115.17,101570.85,43.49
REC-37307523,2022-06-26,EMP-3332,103.97,84344.07,48.57
REC-60104178,2022-09-26,EMP-9854,68.6,119879.67,46.31
REC-32573855,2022-03-02,EMP-5016,62.2,41081.94,27.05
REC-82146810,2021-07-11,EMP-7942,81.52,52933.4,42.81
REC-84511273,2024-03-07,EMP-8401,62.39,58026.37,38.45
REC-15609238,2023-09-16,EMP-1016,72.76,32407.9,44.65
REC-72364542,2024-06-11,EMP-5739,100.09,60157.16,59.45
REC-97652074,2019-09-29,EMP-3742,119.84,107004.8,56.16
REC-10072871,2020-08-23,EMP-1985,86.16,50735.57,41.08
REC-74717944,2022-08-12,EMP-5477,95.89,48877.08,34.31
REC-90244451,2023-06-17,EMP-5110,115.32,112170.63,52.15
REC-61023340,2021-09-17,EMP-6757,90.34,90553.3,52.54
REC-94853379,2021-09-28,EMP-4485,112.04,53331.58,36.77
REC-88538733,2020-01-03,EMP-9361,118.31,65117.59,56.7
REC-47756962,2022-05-26,EMP-1745,79.23,73102.14,38.75
REC-31664929,2022-11-29,EMP-9750,85.63,24886.88,48.14
REC-85575530,2020-08-19,EMP-2145,83.56,83077.59,32.43
REC-50350996,2022-12-13,EMP-2469,92.8,73172.81,56.56
REC-63056925,2021-11-07,EMP-3014,98.92,35474.72,29.87
REC-28743541,2024-04-06,EMP-5578,110.98,107568.13,56.68
REC-67977016,2022-01-27,EMP-4454,62.5,115149.74,29.47
REC-91932582,2019-11-17,EMP-9270,99.08,86074.54,31.03
